,x-accelerometer,y-accelerometer,z-accelerometer,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),x-gyroscope,y-gyroscope,z-gyroscope,LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms,timestamp
11,0.5171,-0.0383,10.1706,0.8392,0.213,9.7684,-0.3221,-0.2513,0.4022,0.0254,-0.0391,-0.0467,11,33.06,39.9,65.34,324.85,-1.27,-5.03,35.782090000000004,51.444088,4763.3,4854.06591,10.34,25.806452,147.44,13 / 15,1305007,2016-06-22 15:00:28:479
12,0.4501,0.0287,10.2472,0.6748,0.2012,9.7813,-0.2247,-0.1724,0.4658,0.0528,-0.0302,-0.0797,11,32.22,39.78,66.18,325.03,-0.99,-4.14,35.782070000000004,51.444107,4763.59,4854.06591,10.21,25.806452,162.07,13 / 15,1305508,2016-06-22 15:00:28:980
13,0.067,0.3065,9.663,0.5226,0.1505,9.7916,-0.4555,0.1559,-0.1286,0.0278,-0.0018,-0.077,11,31.62,39.9,66.9,323.94,-1.05,-3.2,35.782070000000004,51.444107,4763.59,4854.06591,10.21,25.806452,162.07,13 / 15,1306008,2016-06-22 15:00:29:480
21,0.5171,0.1915,10.1323,0.317,0.4939,9.7891,0.0948,-0.19699999999999998,0.2953,0.0162,-0.0452,0.011000000000000001,11,31.2,41.16,66.96,321.38,-3.32,-1.22,35.781994,51.444164,4764.73,4854.06591,9.84,38.709675,151.44,14 / 16,1310007,2016-06-22 15:00:33:479
22,0.5363,0.2011,10.3238,0.4729,0.3956,9.7872,-0.2047,-0.3094,0.4312,0.0342,-0.0247,0.0082,11,31.8,41.4,67.38,323.06,-2.31,-2.77,35.781994,51.444164,4764.73,4854.06591,9.84,38.709675,151.44,14 / 16,1310508,2016-06-22 15:00:33:980
24,0.249,-0.1341,9.8737,0.6102,0.3866,9.78,-0.0548,-0.2525,0.63,0.0073,-0.028999999999999998,-0.0049,11,31.5,41.46,66.84,324.03,-2.26,-3.57,35.781967,51.444176,4765.79,4854.06591,8.79,38.709675,161.05,14 / 16,1311507,2016-06-22 15:00:34:979
25,0.5363,0.1245,10.3717,0.5628,0.3849,9.7829,-0.2755,-0.3945,0.311,0.0379,-0.0541,0.0079,11,31.74,40.74,68.82,323.77,-2.25,-3.29,35.781967,51.444176,4765.79,4854.06591,8.79,38.709675,161.05,14 / 16,1312008,2016-06-22 15:00:35:480
26,0.3065,0.0287,10.228,0.4313,0.2063,9.795,-0.1249,-0.1775,0.433,0.004,-0.0428,0.018000000000000002,11,31.62,40.74,68.88,324.72,-1.39,-2.64,35.781967,51.444176,4765.79,4854.06591,8.79,38.709675,161.05,14 / 15,1312507,2016-06-22 15:00:35:979
27,0.3735,-0.2298,10.094,0.5765,0.1676,9.7883,-0.0306,-0.4262,0.6122,-0.0092,-0.0333,0.0131,11,32.16,40.68,69.18,323.69,-1.5,-2.66,35.781956,51.444179999999996,4766.68,4854.06591,8.44,38.709675,156.63,14 / 15,1313008,2016-06-22 15:00:36:480
28,0.5363,-0.7757,9.8545,0.5206,0.1409,9.7918,0.0157,-0.9166,0.0627,-0.028999999999999998,-0.0651,0.0122,11,32.58,40.38,68.88,323.25,-0.87,-3.23,35.781937,51.444183,4767.7,4854.06591,8.16,38.709675,157.45,14 / 15,1313508,2016-06-22 15:00:36:980
29,0.3831,0.0383,10.5153,0.7454,0.1909,9.7764,-0.6209,-0.3633,0.9113,0.0403,-0.0428,-0.0086,11,33.18,41.94,69.36,326.13,-0.64,-4.36,35.781937,51.444183,4767.7,4854.06591,8.16,38.709675,157.45,14 / 15,1314007,2016-06-22 15:00:37:479
30,0.2107,0.0192,10.0556,0.6933,0.4433,9.7721,-0.4539,0.0068,0.6379,-0.0516,-0.0648,-0.0086,11,36.24,42.42,69.18,321.3,-2.59,-4.06,35.781937,51.444183,4767.7,4854.06591,8.16,38.709675,157.45,14 / 15,1314508,2016-06-22 15:00:37:980
31,0.6704,1.3408,9.8833,1.0331,0.4288,9.7427,-0.3627,0.912,0.1406,0.1768,0.106,0.0333,11,39.12,41.76,67.44,321.29,-1.63,-5.8,35.78192,51.44419,4768.76,4854.06591,7.98,38.709675,148.98,14 / 15,1315007,2016-06-22 15:00:38:479
32,0.747,0.5267,10.1801,0.8604,0.3519,9.7625,-0.0176,-0.3423,1.1551,-0.0816,-0.0174,-0.0205,11,34.08,34.8,66.66,317.77,-3.81,-6.37,35.781890000000004,51.4442,4769.66,4854.06591,7.98,38.709675,150.06,14 / 15,1315512,2016-06-22 15:00:38:984
33,0.6129,-0.5459,10.477,0.1233,0.1257,9.8051,0.8918,0.3818,-0.19,0.2309,-0.048,0.0205,11,24.36,39.36,65.4,328.72,-0.5,-0.58,35.781890000000004,51.4442,4769.66,4854.06591,7.98,38.709675,150.06,14 / 15,1316007,2016-06-22 15:00:39:479
34,0.9194,0.2203,7.9775,0.2877,0.3083,9.7976,0.6316,-0.08800000000000001,-1.8201,-0.1649,-0.0577,0.0644,11,26.94,42.42,64.08,325.78,-2.76,-0.51,35.781890000000004,51.4442,4769.66,4854.06591,7.98,38.709675,150.06,14 / 15,1316508,2016-06-22 15:00:39:980
35,0.5171,0.6033,8.6,0.88,0.698,9.7421,-0.2671,-0.3245,-0.7686,0.0336,-0.0623,0.0489,11,31.2,43.92,63.36,327.22,-3.32,-4.6,35.781859999999995,51.444225,4770.39,4854.06591,8.44,25.806452,150.81,14 / 15,1317007,2016-06-22 15:00:40:479
36,0.5746,0.4597,10.0078,0.9643,0.716,9.7328,-0.2077,-0.4095,0.3611,0.0648,-0.0623,0.0525,11,30.78,43.68,66.18,327.93,-4.28,-5.72,35.78182,51.444244,4771.26,4854.06591,8.99,51.612904,157.78,14 / 15,1317508,2016-06-22 15:00:40:980
37,1.0151,0.4788,9.912,0.9321,0.4105,9.7536,0.2842,0.0205,-0.013999999999999999,0.0034,-0.036000000000000004,0.0519,11,31.56,42.42,66.84,325.88,-3.02,-5.08,35.78182,51.444244,4771.26,4854.06591,8.99,51.612904,157.78,14 / 15,1318007,2016-06-22 15:00:41:479
38,1.561,0.3065,9.2416,1.0263,0.4202,9.7437,0.5347,-0.1138,-0.5021,0.0379,-0.0611,0.0321,11,33.84,42.6,66.12,326.77,-2.0,-6.29,35.78182,51.444244,4771.26,4854.06591,8.99,51.612904,157.78,14 / 15,1318508,2016-06-22 15:00:41:980
39,2.1069,-0.8523,10.8122,1.1302,0.5936,9.7232,1.1874,-1.2257,0.3516,0.1393,-0.0724,-0.0006,11,33.84,43.32,66.18,326.94,-2.8,-6.97,35.781776,51.44427,4780.66,4854.06591,9.82,38.709675,155.21,14 / 15,1319008,2016-06-22 15:00:42:480
40,0.4884,0.3352,10.8218,0.941,0.6575,9.7392,-0.6249,-0.217,0.9485,-0.0315,-0.0794,-0.0214,11,33.66,42.36,66.06,323.59,-3.84,-5.52,35.781727000000004,51.4443,4787.55,4854.06591,10.72,38.709675,149.85,15 / 16,1319508,2016-06-22 15:00:42:980
41,0.0766,1.1109,10.1131,0.7248,0.7546,9.7507,-0.6482,0.3563,0.3624,0.0412,-0.0483,-0.0263,11,34.14,40.92,66.36,321.64,-4.07,-4.67,35.781727000000004,51.4443,4787.55,4854.06591,10.72,38.709675,149.85,15 / 16,1320007,2016-06-22 15:00:43:479
42,-0.2011,0.9194,10.0078,0.6217,0.6934,9.7623,-0.775,0.293,0.1784,0.0461,-0.057999999999999996,-0.0235,11,34.38,40.98,65.52,318.48,-3.98,-3.29,35.781727000000004,51.4443,4787.55,4854.06591,10.72,38.709675,149.85,15 / 16,1320508,2016-06-22 15:00:43:980
43,0.1053,0.8906,10.5345,0.3572,0.9519,9.7538,-0.1657,0.226,-0.177,0.0596,-0.0192,-0.028999999999999998,11,31.62,41.7,64.2,320.33,-5.64,-2.35,35.781677,51.44433,4792.6,4854.06591,11.58,25.806452,146.6,15 / 16,1321007,2016-06-22 15:00:44:479
44,-0.2298,1.2641,10.5249,0.0741,1.0614,9.7488,-0.3039,0.2028,0.7761,0.0024,0.0027,-0.0516,11,31.68,42.36,63.72,318.5,-5.91,-0.8,35.781677,51.44433,4792.6,4854.06591,11.58,25.806452,146.6,14 / 16,1321507,2016-06-22 15:00:44:979
45,0.3926,1.1684,10.4004,0.1786,1.3127,9.7167,0.0991,-0.0007,0.7315,0.0202,-0.0889,-0.0556,11,32.4,44.04,64.14,318.23,-7.6,-0.57,35.781628000000005,51.444363,4795.57,4854.06591,12.3,38.709675,145.2,14 / 16,1322007,2016-06-22 15:00:45:479
46,0.7853,-1.1301,10.1035,0.3637,1.0807,9.7401,1.1207,-1.3967,-0.2304,-0.0648,0.1591,-0.0443,11,32.16,44.94,64.68,321.71,-6.33,-2.14,35.781628000000005,51.444363,4799.22,4854.06591,12.87,38.709675,150.76,14 / 16,1322512,2016-06-22 15:00:45:984
47,-1.8579,1.0918,8.2744,0.5915,0.8375,9.7529,-3.5508,0.6757,-0.4347,-0.0168,0.1243,-0.0425,11,32.52,42.42,65.22,319.77,-6.06,-3.15,35.781574,51.444396999999995,4799.22,4854.06591,12.87,38.709675,150.76,14 / 16,1323007,2016-06-22 15:00:46:479
48,-0.2011,0.2394,9.3661,0.0985,0.8981,9.7649,0.2654,-0.7162,-0.4563,0.0889,-0.0657,-0.0791,11,29.58,41.28,62.16,318.98,-5.79,-0.04,35.781574,51.444396999999995,4799.22,4854.06591,12.87,38.709675,150.76,14 / 16,1323507,2016-06-22 15:00:46:979
49,-0.0192,-0.1437,10.9463,0.2014,0.7201,9.7781,-0.8431,-0.8063,0.4595,0.0049,-0.0663,-0.0687,11,28.5,43.08,60.36,324.16,-4.21,-1.18,35.78153,51.444424,4799.73,4854.06591,13.35,38.709675,155.81,14 / 16,1324007,2016-06-22 15:00:47:479
50,-0.431,0.2394,10.6303,0.1884,0.8964,9.7638,-0.6577,-0.7240000000000001,0.7611,0.0287,-0.1145,-0.0644,11,26.94,44.46,61.86,325.9,-5.24,-1.11,35.78147,51.444454,4802.1,4833.2234450000005,14.04,38.709675,160.44,14 / 15,1324507,2016-06-22 15:00:47:979
51,0.4788,0.067,10.1801,0.2694,0.8753,9.7638,0.2095,-0.8082,0.4163,0.0458,-0.0101,-0.0232,11,25.98,45.84,63.3,328.23,-5.31,-1.15,35.78147,51.444454,4802.1,4833.2234450000005,14.04,38.709675,160.44,14 / 15,1325007,2016-06-22 15:00:48:479
52,-0.1149,0.2298,10.6494,0.3739,0.9095,9.7572,-0.7665,-0.6414,1.1891,0.0086,-0.0421,-0.0434,11,26.46,47.28,64.5,329.99,-5.32,-2.19,35.781406,51.44448,4802.69,4833.2234450000005,14.98,19.35484,162.99,15 / 16,1325507,2016-06-22 15:00:48:979
53,0.6991,0.4214,9.8354,0.4414,0.9858,9.747,-0.6904,-1.1965,1.2855,0.0867,-0.106,0.0043,11,29.88,47.7,67.26,326.62,-5.77,-2.59,35.781406,51.44448,4802.69,4833.2234450000005,14.98,19.35484,162.99,15 / 16,1326008,2016-06-22 15:00:49:480
54,0.0862,-0.1724,10.6686,0.7014,0.7517,9.7526,-0.3183,-0.6655,0.8776,-0.011000000000000001,-0.0675,0.0009,11,29.16,44.64,65.76,328.62,-4.4,-4.11,35.781338,51.4445,4804.46,4833.2234450000005,16.03,25.806452,166.22,15 / 16,1326507,2016-06-22 15:00:49:979
55,-0.0287,0.0287,9.9311,0.5388,0.7633,9.762,-0.5675,-0.7346,0.1691,0.0302,0.0037,0.0107,11,29.16,45.0,63.96,328.12,-4.14,-3.56,35.781338,51.4445,4804.46,4833.2234450000005,16.03,25.806452,166.22,15 / 16,1327008,2016-06-22 15:00:50:480
56,0.1245,-0.0575,10.4579,0.5821,0.9374,9.7444,-1.0801,-0.88,0.3592,-0.015,-0.0825,0.0021,11,30.9,45.96,63.84,326.35,-5.19,-3.05,35.781258,51.444515,4806.84,4833.2234450000005,17.29,25.806452,170.94,15 / 16,1327507,2016-06-22 15:00:50:979
57,0.249,0.2394,9.5289,0.7721,1.0041,9.7245,-0.5231,-0.7647,-0.1956,0.0715,-0.0357,-0.0003,11,31.74,43.62,64.32,323.91,-6.01,-4.54,35.781258,51.444515,4806.84,4833.2234450000005,17.29,25.806452,170.94,15 / 16,1328007,2016-06-22 15:00:51:479
58,0.0383,0.6991,9.5193,0.6067,0.655,9.7659,-0.5684,0.0441,-0.2466,0.0351,-0.0751,-0.0189,11,29.82,42.54,63.12,325.45,-3.83,-3.69,35.781174,51.44453,4807.33,4833.2234450000005,31.46,38.709675,173.04,15 / 16,1328507,2016-06-22 15:00:51:979
59,-0.2682,-0.3543,10.228,0.3414,0.5753,9.7838,-0.6095,-0.9297,0.4442,-0.0031,-0.0275,-0.0208,11,28.56,41.64,65.88,324.76,-3.85,-2.22,35.781174,51.44453,4807.33,4833.2234450000005,31.46,38.709675,173.04,15 / 16,1329008,2016-06-22 15:00:52:480
60,0.1724,0.5938,9.7779,-0.0016,0.3562,9.8002,0.3464,-0.021,0.3512,-0.0727,-0.0089,-0.0073,11,26.16,42.06,66.72,327.02,-2.48,-0.56,35.781075,51.444553000000006,4807.19,4833.2234450000005,33.81,25.806452,172.47,15 / 16,1329508,2016-06-22 15:00:52:980
61,-0.2107,-0.3352,9.9216,-0.221,0.4943,9.7917,-0.3057,-0.4177,-0.2149,0.0254,-0.025,0.0015,11,25.74,43.2,67.44,325.56,-2.67,1.14,35.781075,51.444553000000006,4807.19,4833.2234450000005,33.81,25.806452,172.47,15 / 16,1330007,2016-06-22 15:00:53:479
62,0.0383,0.0575,10.5536,0.015,0.626,9.7866,0.23399999999999999,-0.6452,0.3169,0.0583,-0.0641,0.0034,11,24.66,45.3,66.72,328.05,-3.4,0.47,35.780975,51.44457,4806.04,4833.2234450000005,34.83,25.806452,173.13,16-Dec,1330508,2016-06-22 15:00:53:980
63,0.2107,-0.1437,9.9216,0.2402,0.5264,9.7896,-0.0295,-0.67,0.132,0.0727,-0.0238,0.0153,11,25.56,44.76,66.54,329.37,-3.23,-1.4,35.780975,51.44457,4806.04,4833.2234450000005,34.83,25.806452,173.13,16-Dec,1331007,2016-06-22 15:00:54:479
64,-0.1149,0.3352,9.481,0.4508,0.6864,9.7722,-0.1922,-0.2172,-0.1762,0.0495,-0.0284,0.0177,11,25.26,45.96,65.52,331.86,-3.81,-2.44,35.780879999999996,51.444588,4805.61,4833.2234450000005,36.36,25.806452,173.62,16-Nov,1331507,2016-06-22 15:00:54:979
65,-0.6704,0.2107,10.3525,0.40399999999999997,0.7599,9.7688,-0.8254,-0.5109,0.2198,0.0263,-0.1359,-0.0073,11,24.6,45.72,63.24,331.47,-4.23,-2.37,35.780879999999996,51.444588,4805.61,4833.2234450000005,36.36,25.806452,173.62,16-Nov,1332008,2016-06-22 15:00:55:480
66,-0.4597,0.2682,10.0365,0.3021,1.0671,9.7437,-0.599,-0.9617,0.1204,0.004,0.0113,-0.0067,11,24.78,48.66,61.92,331.53,-5.75,-1.81,35.780879999999996,51.444588,4805.61,4833.2234450000005,36.36,25.806452,173.62,16-Nov,1332508,2016-06-22 15:00:55:980
67,-0.7374,0.0192,9.7683,0.3592,1.2231,9.7235,-1.0967,-1.2039,0.0449,0.0504,-0.1029,0.0027,11,30.66,48.48,67.32,323.46,-7.45,-1.92,35.780777,51.4446,4805.03,4833.2234450000005,38.91,25.806452,174.05,16-Dec,1333007,2016-06-22 15:00:56:479
68,-0.8619,-0.0766,10.8697,0.6593,0.72,9.7579,-1.5212,-0.40399999999999997,-0.3152,-0.1118,0.015,-0.0156,11,31.32,43.86,68.76,325.8,-4.21,-3.87,35.780777,51.4446,4805.03,4833.2234450000005,38.91,25.806452,174.05,13-Dec,1333508,2016-06-22 15:00:56:980
69,-0.249,0.5076,9.9407,-0.0321,0.6544,9.7847,-0.2169,-0.1469,0.156,0.0214,-0.0425,-0.0125,11,26.22,42.9,66.78,326.94,-3.55,-0.66,35.78067,51.444607,4804.93,4833.2234450000005,37.96,19.35484,176.25,13-Dec,1334008,2016-06-22 15:00:57:480
70,-1.5323,0.5076,11.3868,-0.4136,0.9002,9.7565,0.4041,0.4118,-0.0169,0.006999999999999999,0.0696,-0.0229,11,25.2,45.0,66.6,324.34,-5.27,2.43,35.780567,51.44462,4803.28,4833.2234450000005,40.5,19.35484,176.61,13 / 14,1334507,2016-06-22 15:00:57:979
71,0.0766,0.182,10.8505,-0.7055,1.1699,9.711,0.5331,-0.5186,2.6622,-0.0192,0.0006,-0.0128,11,22.38,45.18,64.86,325.33,-6.5,3.53,35.780567,51.44462,4803.28,4833.2234450000005,40.5,19.35484,176.61,13 / 14,1335008,2016-06-22 15:00:58:480
72,-0.2777,0.7949,9.8641,-0.4285,1.0234,9.7437,0.0645,-0.8702,0.9919,-0.0168,-0.1368,0.0168,11,24.24,44.88,65.58,324.72,-5.99,2.52,35.780464,51.444626,4800.53,4833.2234450000005,39.44,38.709675,177.59,13 / 14,1335508,2016-06-22 15:00:58:980
73,-0.4501,0.1532,10.3813,-0.1,0.5475,9.7908,-0.6662,0.3719,0.0158,0.0452,-0.0987,-0.006999999999999999,11,23.94,42.0,65.16,326.88,-3.54,0.66,35.780464,51.444626,4800.53,4833.2234450000005,39.44,38.709675,177.59,13 / 14,1336007,2016-06-22 15:00:59:479
74,0.1532,0.7183,10.3238,-0.2999,0.5906,9.7843,0.6064,0.6352,0.1373,0.1246,0.0421,0.0049,11,21.18,43.56,62.34,330.36,-3.45,1.76,35.780464,51.444626,4800.53,4833.2234450000005,39.44,38.709675,177.59,13 / 14,1336507,2016-06-22 15:00:59:979
75,-0.4788,1.1109,10.4866,-0.3468,1.2419,9.7215,-0.1321,-0.131,0.7651,0.0602,-0.1646,-0.0409,11,23.76,47.58,68.46,325.53,-6.9,2.72,35.780365,51.44463,4798.7,4833.2234450000005,39.27,38.709675,178.24,13 / 14,1337008,2016-06-22 15:01:00:480
76,-0.0192,0.4214,9.7875,-0.3025,0.8649,9.7637,-0.0039,0.0257,0.3111,-0.0153,-0.1588,-0.0073,11,21.18,42.72,64.26,326.28,-6.0,1.82,35.780254,51.444633,4796.33,4833.2234450000005,40.43,25.806452,177.51,13 / 14,1337507,2016-06-22 15:01:00:979
77,0.4022,1.7334,9.1267,-0.1982,1.0982,9.7429,0.0928,0.8554,0.0254,0.0235,-0.0348,0.0171,11,22.26,47.64,63.66,330.13,-5.76,1.6,35.780254,51.444633,4796.33,4833.2234450000005,40.43,25.806452,177.51,13 / 14,1338008,2016-06-22 15:01:01:480
78,0.7183,0.8619,9.6726,-0.0735,1.1277,9.7413,0.4566,0.5674,-0.4039,-0.0003,-0.0602,0.0302,11,23.4,46.92,66.6,328.93,-6.6,0.43,35.780155,51.444637,4794.98,4833.2234450000005,38.58,25.806452,178.77,13 / 14,1338507,2016-06-22 15:01:01:979
79,0.5363,1.1205,11.7316,0.3503,0.7673,9.7703,-0.0151,0.5734,0.8312,-0.2019,0.1029,0.0727,11,24.12,45.42,65.7,331.39,-4.49,-2.05,35.780155,51.444637,4794.98,4833.2234450000005,38.58,25.806452,178.77,13 / 14,1339007,2016-06-22 15:01:02:479
80,0.2203,0.3065,10.5728,0.1653,0.7611,9.7757,0.6296,0.2636,-2.8899,-0.0024,-0.022000000000000002,0.0134,11,24.78,46.2,65.4,330.34,-4.11,-1.36,35.78007,51.444645,4792.45,4833.2234450000005,32.39,38.709675,175.43,13 / 14,1339507,2016-06-22 15:01:02:979
81,0.1532,1.2546,8.3318,0.1862,0.9801,9.7558,-0.033,0.2745,-1.4240000000000002,0.0327,-0.0886,-0.033,11,23.28,47.58,67.02,333.65,-4.82,-1.81,35.78007,51.444645,4792.45,4833.2234450000005,32.39,38.709675,175.43,13 / 14,1340007,2016-06-22 15:01:03:479
82,-0.6225,1.0726,9.5098,-0.0244,0.8071,9.7734,-0.5502,-0.0026,-0.3019,0.0754,-0.0574,-0.0568,11,22.5,46.5,66.42,331.3,-4.47,-0.14,35.779987,51.444653,4788.67,4833.2234450000005,32.0,25.806452,174.01,14-Dec,1340507,2016-06-22 15:01:03:979
83,-1.1492,0.9768,10.5536,-0.2257,0.7988,9.7715,-0.9235,0.17800000000000002,0.7822,0.0086,-0.0806,-0.055,11,22.02,44.82,66.12,329.01,-5.04,1.27,35.779987,51.444653,4788.67,4833.2234450000005,32.0,25.806452,174.01,14-Dec,1341008,2016-06-22 15:01:04:480
84,-0.249,1.0439,10.0844,-0.32,0.684,9.7775,-0.5898,0.0342,0.4218,-0.0156,-0.0834,-0.0589,11,18.96,45.48,63.42,332.56,-4.0,1.87,35.77991,51.44465,4784.84,4833.2234450000005,31.38,38.709675,175.64,13 / 14,1341508,2016-06-22 15:01:04:980
85,-0.8332,1.1875,10.2855,-0.4739,1.0579,9.7379,-0.8477,0.1009,0.4806,0.0046,-0.0287,-0.0525,11,20.46,47.76,65.46,330.66,-5.81,2.85,35.77991,51.44465,4784.84,4833.2234450000005,31.38,38.709675,175.64,13 / 14,1342008,2016-06-22 15:01:05:480
86,-0.4214,0.9098,10.094,-0.4297,1.0257,9.7434,0.0015,-0.5159,0.9259,0.0638,-0.0483,0.0046,11,21.24,46.26,67.08,328.31,-6.41,2.84,35.77984,51.44464,4778.64,4833.2234450000005,30.15,38.709675,179.58,13 / 14,1342508,2016-06-22 15:01:05:980
87,0.4022,1.3216,10.477,-0.3332,1.0719,9.7422,0.1033,-0.4206,0.1506,-0.0113,-0.128,0.006999999999999999,11,20.58,45.06,64.92,328.39,-6.27,1.96,35.77984,51.44464,4778.64,4833.2234450000005,30.15,38.709675,179.58,13 / 14,1343008,2016-06-22 15:01:06:480
88,0.9194,1.0726,9.6247,0.1744,0.8556,9.7677,0.8024,-0.0128,-0.0281,-0.0113,-0.0458,0.0284,11,20.76,45.48,63.6,332.92,-5.2,-0.96,35.779762,51.444626,4772.92,4833.2234450000005,29.14,19.35484,184.06,13 / 14,1343512,2016-06-22 15:01:06:984
89,0.3256,1.3312,9.8928,0.2483,0.7052,9.7781,0.0773,0.626,0.1147,0.0116,0.0113,0.0421,11,19.08,45.9,64.38,337.41,-4.13,-1.64,35.779762,51.444626,4772.92,4833.2234450000005,29.14,19.35484,184.06,13 / 14,1344007,2016-06-22 15:01:07:479
90,0.6321,1.4269,10.7356,0.0749,0.7105,9.7806,0.289,1.3676,0.2559,-0.0107,-0.0238,0.0473,11,18.84,44.22,65.52,334.68,-4.16,-0.44,35.779697,51.444607,4767.11,4833.2234450000005,27.23,25.806452,181.41,13 / 14,1344508,2016-06-22 15:01:07:980
91,0.1724,1.5131,9.6151,-0.0177,0.6372,9.7859,0.2092,0.7705,0.2219,0.0055,-0.0483,-0.0336,11,19.98,43.86,65.22,333.63,-3.57,-0.21,35.779697,51.444607,4767.11,4833.2234450000005,27.23,25.806452,181.41,13 / 14,1345008,2016-06-22 15:01:08:480
92,0.4118,1.3216,10.094,-0.2818,0.8499,9.7657,0.2243,0.8069,-0.1793,0.0596,-0.0553,-0.0229,11,20.1,44.64,65.1,330.88,-4.97,1.65,35.779697,51.444607,4767.11,4833.2234450000005,27.23,25.806452,181.41,13 / 14,1345508,2016-06-22 15:01:08:980
93,0.68,2.059,10.2376,-0.1791,0.7298,9.7778,0.8303,1.2813,0.0959,-0.0095,-0.0315,0.0706,11,21.6,43.86,65.7,329.32,-4.13,1.08,35.779635999999996,51.4446,4761.92,4833.2234450000005,24.33,19.35484,180.63,13 / 14,1346008,2016-06-22 15:01:09:480
