,x-accelerometer,y-accelerometer,z-accelerometer,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),x-gyroscope,y-gyroscope,z-gyroscope,LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms,timestamp
11,0.4405,-0.3352,10.8218,0.1159,-0.2067,9.8038,0.2768,-0.0614,0.271,0.0217,-0.0889,0.1332,8.0,-50.46,-228.0,85.08,167.29,1.21,-0.68,35.781944,51.444233000000004,4805.42,4839.190793,12.5,38.709675,342.5,13-Dec,4037006.0,2016-06-26 11:59:48:415
12,-0.3831,-0.5555,9.3182,0.2673,-0.4111,9.7944,-0.3343,-0.1826,-0.4762,0.0015,-0.0834,0.1365,8.0,-49.26,-227.76,84.66,167.12,2.4,-1.56,35.78198,51.4442,4805.34,4839.190793,12.51,25.806452,340.29,12-Dec,4037505.0,2016-06-26 11:59:48:914
13,0.1437,-0.1628,9.7205,0.3658,-0.4819,9.788,-0.2222,0.3191,-0.0675,-0.0186,-0.0651,0.1423,8.0,-47.22,-228.54,83.46,167.48,2.81,-2.03,35.78198,51.4442,4805.34,4839.190793,12.51,25.806452,340.29,12-Dec,4038006.0,2016-06-26 11:59:49:415
14,0.6416,-0.431,10.2663,0.3755,-0.5441,9.7843,0.2661,0.1132,0.48200000000000004,0.0388,-0.037000000000000005,0.1545,8.0,-46.08,-228.54,83.64,167.4,3.35,-2.12,35.78202,51.444176,4805.41,4839.190793,12.59,25.806452,340.53,12-Dec,4038506.0,2016-06-26 11:59:49:915
15,0.2777,-1.0343,10.6111,0.2788,-0.4801,9.7909,-0.0011,-0.5542,0.8202,-0.0018,-0.0409,0.1753,8.0,-43.56,-228.78,83.76,168.34,2.81,-1.63,35.78202,51.444176,4805.41,4839.190793,12.59,25.806452,340.53,12-Dec,4039005.0,2016-06-26 11:59:50:414
16,-0.2586,-0.3448,9.6917,-0.1595,-0.556,9.7896,0.6288,0.0292,0.5438,0.055,-0.0275,0.183,8.0,-40.8,-229.68,82.8,169.63,2.97,-0.04,35.782063,51.444153,4805.61,4839.190793,12.72,19.35484,338.08,12-Dec,4039506.0,2016-06-26 11:59:50:915
17,-0.747,0.2394,10.4483,-0.1416,-0.2403,9.8027,0.0458,-0.0949,0.1859,0.0076,-0.0397,0.1839,8.0,-39.3,-232.14,83.46,170.66,1.4,0.83,35.782063,51.444153,4805.61,4839.190793,12.72,19.35484,338.08,12-Dec,4040006.0,2016-06-26 11:59:51:415
18,-0.68,0.0862,10.3908,-0.3281,-0.2108,9.7989,-0.3519,-0.45,0.3813,0.0443,-0.0434,0.1487,8.0,-37.74,-233.58,84.48,171.38,1.23,1.92,35.78212,51.444138,4805.08,4839.190793,13.08,38.709675,333.8,12-Dec,4040506.0,2016-06-26 11:59:51:915
19,1.1205,-0.7661,10.5441,-0.1861,-0.377,9.7976,1.3736,-0.0348,0.7464,0.0241,-0.0073,0.0119,8.0,-36.72,-233.58,83.76,171.38,1.96,0.67,35.78212,51.444138,4805.08,4839.190793,13.08,38.709675,333.8,12-Dec,4041005.0,2016-06-26 11:59:52:414
20,0.2777,0.3065,9.8737,0.2973,-0.5765,9.7852,0.0092,0.5478,0.2992,0.0211,-0.0089,0.0049,8.0,-34.62,-233.58,82.92,170.69,3.37,-1.74,35.782158,51.44412,4805.01,4839.190793,13.1,25.806452,314.75,12-Dec,4041506.0,2016-06-26 11:59:52:915
21,1.2258,-1.0534,10.1514,0.4748,-1.1038,9.7328,-0.0439,-0.4094,0.3133,-0.0027,-0.0822,-0.0046,8.0,-34.02,-233.64,81.54,170.36,6.46,-2.79,35.782158,51.44412,4805.01,4839.190793,13.1,25.806452,314.75,12-Dec,4042006.0,2016-06-26 11:59:53:415
22,0.5267,-1.1779,10.228,0.5925,-1.4413,9.682,-0.3722,0.34,0.2108,0.0345,-0.0363,-0.0061,8.0,-33.18,-233.28,80.64,170.08,8.26,-3.85,35.782191999999995,51.444096,4804.9,4839.190793,13.38,25.806452,307.6,12-Dec,4042506.0,2016-06-26 11:59:53:915
23,0.6704,-1.5131,10.8026,0.4767,-0.5617,9.7789,0.1936,-0.9514,1.0237,0.0495,-0.0293,-0.0104,8.0,-33.6,-234.36,80.76,170.95,3.53,-1.71,35.782191999999995,51.444096,4804.9,4839.190793,13.38,25.806452,307.6,12-Dec,4043005.0,2016-06-26 11:59:54:414
24,-0.0862,-0.1628,9.73,0.2283,-0.8468,9.7674,-0.2762,0.3392,0.1734,0.0144,-0.0162,-0.0171,8.0,-35.94,-234.72,81.66,170.19,6.21,-2.78,35.782222999999995,51.444035,4802.93,4839.190793,14.0,25.806452,303.87,12-Dec,4043506.0,2016-06-26 11:59:54:915
25,0.6608,-1.7813,10.1706,-0.0081,-0.4165,9.7978,0.3433,-0.9817,-0.0007,0.0293,-0.0272,-0.0281,8.0,-35.94,-234.42,83.82,171.13,2.43,0.05,35.782222999999995,51.444035,4802.93,4839.190793,14.0,25.806452,303.87,12-Dec,4044007.0,2016-06-26 11:59:55:416
26,-0.3639,-0.1053,9.663,0.5813,-0.9722,9.741,-0.9165,1.0584,0.1997,-0.0076,-0.0476,-0.0266,8.0,-37.32,-233.52,84.66,169.16,6.95,-3.8,35.78225,51.443954,4801.11,4839.190793,14.7,25.806452,293.12,12-Dec,4044506.0,2016-06-26 11:59:55:915
27,1.0918,-1.6951,10.6781,0.3269,-0.7691,9.771,0.7648,-0.9259999999999999,0.9072,0.0229,-0.0516,-0.013999999999999999,8.0,-36.84,-230.94,84.42,169.45,5.02,-3.12,35.78225,51.443954,4801.11,4839.190793,14.7,25.806452,293.12,12-Dec,4045006.0,2016-06-26 11:59:56:415
28,0.3831,-0.431,10.0556,0.2763,-0.9198,9.7595,-0.2571,0.4792,0.4206,0.0302,-0.015,0.0116,8.0,-35.28,-231.36,82.5,170.29,4.95,-2.21,35.782272,51.443874,4801.02,4839.190793,15.23,25.806452,293.62,12-Dec,4045506.0,2016-06-26 11:59:56:915
29,-0.5555,-0.6608,9.7779,0.2261,-0.8316,9.7687,-0.7815,0.1708,0.0092,0.0171,-0.0373,0.0116,8.0,-35.88,-233.16,82.98,170.36,4.91,-1.54,35.782272,51.443874,4801.02,4839.190793,15.23,25.806452,293.62,12-Dec,4046006.0,2016-06-26 11:59:57:415
30,0.2394,-1.4557,10.1323,0.0642,-1.2071,9.7319,0.1752,-0.2486,0.4004,0.0131,-0.0052,0.0186,8.0,-36.06,-233.16,83.58,170.65,6.17,-0.44,35.78229,51.443816999999996,4801.01,4839.190793,14.87,25.806452,288.46,12-Dec,4046505.0,2016-06-26 11:59:57:914
31,-1.0726,-0.9002,10.6781,-0.0348,-1.2773,9.722999999999999,-1.0378,0.3771,0.9551,0.0171,-0.1332,0.0373,8.0,-36.6,-233.88,83.28,170.44,7.52,-0.18,35.78229,51.443816999999996,4801.01,4839.190793,14.87,25.806452,288.46,12-Dec,4047006.0,2016-06-26 11:59:58:415
32,-2.6624,-0.7278,8.351,-0.0187,-1.1732,9.7362,-2.6436,0.4454,-1.3852,0.0553,-0.2233,0.0049,8.0,-37.2,-234.42,83.4,169.86,7.68,-1.75,35.78232,51.443783,4801.14,4839.190793,14.38,25.806452,300.96,12-Dec,4047505.0,2016-06-26 11:59:58:914
33,-2.2122,-0.6225,10.4675,0.5273,-0.5771,9.7754,-2.2416,-0.4093,2.0232,0.0434,0.0174,0.051,8.0,-38.64,-235.68,83.1,169.35,3.37,-3.09,35.78232,51.443783,4801.14,4839.190793,14.38,25.806452,300.96,12-Dec,4048006.0,2016-06-26 11:59:59:415
34,-0.6129,-0.431,9.8928,0.3576,-0.6532,9.7783,-0.348,0.0786,-0.1536,0.0211,-0.0061,0.0599,8.0,-39.78,-235.5,83.88,169.56,3.44,-1.57,35.782356,51.443756,4801.28,4839.190793,14.08,25.806452,315.54,12-Dec,4048505.0,2016-06-26 11:59:59:914
35,0.0096,-0.5363,11.1091,-0.035,-0.2346,9.8038,0.0158,0.1676,0.3668,0.0357,-0.0553,0.0464,8.0,-39.66,-234.9,84.12,170.21,2.07,-0.01,35.782356,51.443756,4801.28,4839.190793,14.08,25.806452,315.54,12-Dec,4049005.0,2016-06-26 12:00:00:414
36,0.6608,0.565,9.912,-0.0361,-0.2267,9.804,0.6969,0.7917,0.10800000000000001,0.1179,-0.0409,0.0104,8.0,-38.64,-234.3,84.0,170.3,2.02,-0.33,35.782394000000004,51.44372,4801.6,4839.190793,13.91,25.806452,315.08,12-Dec,4049508.0,2016-06-26 12:00:00:917
37,-0.1341,-0.5842,9.6247,-0.0471,-0.1059,9.806000000000001,-0.4605,-0.6219,0.5657,-0.0916,-0.0742,0.0428,8.0,-38.1,-234.18,81.9,170.46,-0.32,-0.99,35.782394000000004,51.44372,4801.6,4839.190793,13.91,25.806452,315.08,12-Dec,4050006.0,2016-06-26 12:00:01:415
38,0.2203,-0.5267,10.6015,-0.2467,-0.2184,9.8011,0.036000000000000004,-0.2892,1.0207,0.0241,-0.08,0.0159,8.0,-37.62,-235.74,82.74,171.28,1.28,1.44,35.782433000000005,51.443672,4805.29,4839.190793,14.23,25.806452,305.0,12-Dec,4050506.0,2016-06-26 12:00:01:915
39,-0.0479,-0.6704,10.9942,0.157,-0.4018,9.7972,-0.3102,0.3731,0.8331,0.0498,-0.0577,0.0192,8.0,-38.1,-236.22,83.52,170.39,2.35,-0.92,35.782433000000005,51.443672,4805.29,4839.190793,14.23,25.806452,305.0,12-Dec,4051006.0,2016-06-26 12:00:02:415
40,0.6225,0.3352,9.7971,0.2794,-0.193,9.8008,-0.0879,-0.3816,0.6284,0.0348,-0.0605,0.0162,8.0,-38.4,-235.74,83.1,170.23,1.13,-1.63,35.782433000000005,51.443672,4805.29,4839.190793,14.23,25.806452,305.0,12-Nov,4051506.0,2016-06-26 12:00:02:915
41,0.5746,0.3831,9.9599,0.3729,0.2587,9.7961,0.3836,0.0956,0.4223,0.0046,-0.0498,-0.0308,8.0,-36.78,-235.08,82.2,170.4,-1.51,-2.18,35.782463,51.44363,4807.58,4860.573523,14.53,25.806452,305.0,12-Nov,4052006.0,2016-06-26 12:00:03:415
42,0.7661,0.565,10.6398,0.5532,0.3527,9.7847,0.0789,-0.0845,0.1944,0.0275,-0.0241,-0.1206,8.0,-36.48,-234.72,81.06,170.33,-2.06,-3.24,35.782497,51.44359,4808.21,4861.398139,14.73,38.709675,303.26,12-Dec,4052506.0,2016-06-26 12:00:03:915
43,0.5363,0.1245,10.5345,0.9173,0.4241,9.7544,-0.381,-0.2996,0.78,0.028999999999999998,-0.015,-0.1326,8.0,-34.62,-232.56,79.44,169.87,-2.29,-5.3,35.782497,51.44359,4808.21,4861.398139,14.73,38.709675,303.26,12-Dec,4053006.0,2016-06-26 12:00:04:415
44,0.7374,0.6033,9.9216,0.9274,0.3468,9.7565,-0.6401,0.5342,-0.2851,0.0382,-0.0348,-0.1063,8.0,-31.44,-232.68,78.66,170.76,-2.03,-5.43,35.78253,51.443542,4807.46,4861.398139,16.28,38.709675,308.07,13 / 13,4053506.0,2016-06-26 12:00:04:915
45,-0.4022,0.1628,9.5289,0.6404,0.3252,9.7803,-0.5064,0.8240000000000001,-0.0024,0.0089,-0.0431,-0.0027,8.0,-37.56,-235.02,79.56,169.7,-1.9,-3.75,35.78253,51.443542,4807.46,4861.398139,16.28,38.709675,308.07,13 / 13,4054006.0,2016-06-26 12:00:05:415
46,0.68,-0.0575,10.1897,0.5129,0.2951,9.7888,0.0139,-0.9176,0.4201,0.0104,-0.0608,0.0067,8.0,-38.64,-234.84,83.94,169.86,-1.65,-3.1,35.78257,51.443490000000004,4805.39,4861.398139,17.5,25.806452,313.18,13-Dec,4054506.0,2016-06-26 12:00:05:915
47,-0.0383,0.5842,9.2512,0.6159,0.0435,9.7872,-0.6542,0.5406,-0.536,0.0354,-0.0357,-0.0037,8.0,-40.92,-233.82,87.06,169.25,-0.29,-2.34,35.78257,51.443490000000004,4805.39,4861.398139,17.5,25.806452,313.18,13-Dec,4055005.0,2016-06-26 12:00:06:414
48,0.8619,-0.2298,9.8737,0.4204,-0.0721,9.7974,0.25,0.2349,-0.0386,0.0293,-0.0391,0.0021,8.0,-38.52,-229.62,83.16,169.75,-1.42,-2.04,35.782608,51.44343,4802.02,4861.398139,18.83,25.806452,315.18,13 / 13,4055505.0,2016-06-26 12:00:06:914
49,0.6129,2.2122,10.0269,0.3642,0.2802,9.7959,0.2487,1.932,0.231,0.0199,-0.0458,-0.0147,8.0,-36.18,-230.76,80.64,170.55,0.07,-1.74,35.782608,51.44343,4802.02,4861.398139,18.83,25.806452,315.18,13 / 13,4056006.0,2016-06-26 12:00:07:415
50,-0.2777,1.0726,10.6877,0.5353,0.8984,9.7507,-0.813,0.1742,0.937,0.0015,-0.0614,-0.0113,8.0,-37.56,-231.96,80.94,169.91,-5.55,-3.17,35.782658000000005,51.443366999999995,4800.63,4861.398139,18.73,25.806452,313.93,13 / 13,4056505.0,2016-06-26 12:00:07:914
51,0.5076,0.3735,10.6494,0.2904,0.7193,9.7759,-0.2425,0.066,1.1129,0.033,-0.0373,-0.0394,8.0,-38.16,-232.26,82.02,170.33,-4.21,-1.7,35.782658000000005,51.443366999999995,4800.63,4861.398139,18.73,25.806452,313.93,13 / 13,4057006.0,2016-06-26 12:00:08:415
52,0.498,-1.8292,9.5577,0.5763,0.0255,9.7897,0.0749,-1.5578,-0.1746,-0.0736,-0.0373,-0.091,8.0,-37.86,-232.14,80.64,170.29,-3.07,-1.68,35.782696,51.443314,4800.75,4861.398139,19.83,25.806452,313.73,13 / 13,4057506.0,2016-06-26 12:00:08:915
53,0.431,0.1724,10.3525,0.733,-1.2457,9.6996,-0.302,1.4181,0.653,0.0421,-0.0241,-0.0767,8.0,-38.34,-232.92,80.82,168.52,8.02,-4.82,35.782696,51.443314,4800.75,4861.398139,19.83,25.806452,313.73,13 / 13,4058006.0,2016-06-26 12:00:09:415
54,1.2258,-0.431,10.8697,0.7208,-0.1308,9.7793,0.0454,0.1596,0.7552,0.0513,0.0254,-0.0547,8.0,-39.72,-233.52,80.88,169.31,2.82,-2.41,35.782745,51.443264,4801.73,4861.398139,21.21,19.35484,320.65,13 / 13,4058506.0,2016-06-26 12:00:09:915
55,0.6512,0.1149,10.8218,0.503,0.4233,9.7846,0.1578,-0.021,1.7842,-0.0082,-0.0269,-0.0547,8.0,-39.78,-233.04,81.54,169.22,-1.74,-3.39,35.782745,51.443264,4801.73,4861.398139,21.21,19.35484,320.65,13 / 13,4059005.0,2016-06-26 12:00:10:414
56,0.9673,0.2298,10.1993,0.3555,0.5118,9.7868,0.4681,-0.0521,-0.2196,0.0183,-0.0254,-0.0556,8.0,-40.92,-232.02,81.06,169.22,-2.53,-2.71,35.782784,51.443226,4803.52,4861.398139,18.96,25.806452,322.42,13-Dec,4059505.0,2016-06-26 12:00:10:914
57,1.0534,0.4597,11.0516,0.4213,0.5529999999999999,9.782,0.431,-0.5147,1.3367,0.0425,-0.0874,-0.1069,8.0,-40.26,-230.46,80.58,169.43,-2.95,-2.72,35.782784,51.443226,4803.52,4861.398139,18.96,25.806452,322.42,13-Dec,4060005.0,2016-06-26 12:00:11:414
58,0.9002,0.4597,11.1187,0.8772,0.6038,9.7487,0.6742,-0.0291,0.2687,0.0519,-0.1035,-0.1295,8.0,-42.06,-230.28,79.92,168.52,-3.12,-4.02,35.78282,51.44319,4804.88,4861.398139,18.22,25.806452,326.09,13-Dec,4060505.0,2016-06-26 12:00:11:914
59,0.9768,0.2777,10.1227,1.1134,0.466,9.7321,0.6487,-0.4085,-0.3564,0.0116,-0.013999999999999999,-0.1109,8.0,-45.06,-229.68,80.4,167.01,-2.72,-6.53,35.78282,51.44319,4804.88,4861.398139,18.22,25.806452,326.09,13-Dec,4061005.0,2016-06-26 12:00:12:414
60,0.8332,0.5363,9.7779,0.9078,0.3841,9.757,0.1074,0.2958,-0.6878,-0.055,-0.0443,-0.0886,8.0,-46.8,-228.06,82.38,166.65,-2.67,-5.69,35.782864000000004,51.44316,4806.8,4861.398139,20.22,25.806452,336.77,13-Dec,4061505.0,2016-06-26 12:00:12:914
61,0.4214,0.4788,8.6191,0.7119,0.3536,9.7744,-0.4054,-0.0758,0.1185,0.0302,-0.0324,-0.0296,8.0,-48.0,-226.98,84.0,166.53,-2.35,-5.04,35.782864000000004,51.44316,4806.8,4861.398139,20.22,25.806452,336.77,13-Dec,4062006.0,2016-06-26 12:00:13:415
62,0.067,0.4022,10.477,0.335,0.3753,9.7937,0.527,-0.021,2.0145,-0.0553,0.077,-0.0339,8.0,-49.14,-227.4,85.8,167.28,-2.19,-1.96,35.782864000000004,51.44316,4806.8,4861.398139,20.22,25.806452,336.77,12-Dec,4062506.0,2016-06-26 12:00:13:915
63,0.1245,-0.2394,10.2089,0.321,0.0164,9.8014,-0.7998,-0.2271,0.9917,0.1286,-0.0027,-0.0171,8.0,-49.14,-225.84,87.0,167.26,0.15,-1.37,35.782917,51.44313,4808.48,4861.398139,21.93,25.806452,341.73,12-Dec,4063006.0,2016-06-26 12:00:14:415
64,-0.3448,-0.1724,9.6726,-0.0129,0.0351,9.8066,-0.3319,-0.2075,-0.134,0.0101,-0.0107,-0.0171,8.0,-46.56,-225.9,81.3,168.23,-0.2,-0.1,35.782967,51.44311,4811.08,4861.398139,23.21,38.709675,343.56,13 / 13,4063505.0,2016-06-26 12:00:14:914
65,-0.1149,0.067,9.1937,-0.0888,-0.0792,9.8059,-0.2943,0.0888,0.4125,0.0134,-0.0513,-0.0095,8.0,-46.68,-228.6,80.52,168.79,0.29,0.64,35.782967,51.44311,4811.08,4861.398139,23.21,38.709675,343.56,13 / 13,4064005.0,2016-06-26 12:00:15:414
66,-0.3448,0.1245,10.9271,-0.151,-0.0208,9.8055,0.1988,0.3081,-0.8895,0.0116,-0.0702,-0.0012,8.0,-48.72,-230.46,83.82,167.89,0.29,-0.19,35.78302,51.443090000000005,4814.05,4861.398139,23.17,19.35484,344.94,13-Dec,4064506.0,2016-06-26 12:00:15:915
67,0.6321,-0.3448,9.2225,0.0029,0.0301,9.8066,-0.2423,0.10400000000000001,1.4461,0.0195,-0.0959,-0.006999999999999999,8.0,-50.16,-230.16,85.2,167.74,-0.18,-0.02,35.78302,51.443090000000005,4814.05,4861.398139,23.17,19.35484,344.94,13-Dec,4065005.0,2016-06-26 12:00:16:414
68,0.7087,-0.4597,10.6111,0.0467,-0.1531,9.8053,0.7865,-0.4598,-0.4105,-0.0027,-0.0278,-0.025,8.0,-50.88,-228.66,85.8,167.29,0.39,-0.34,35.783073,51.443073,4816.56,4861.398139,22.52,25.806452,343.16,13-Dec,4065506.0,2016-06-26 12:00:16:915
69,0.4693,-0.7949,9.6534,0.2303,-0.5207,9.7901,0.2868,-0.1592,-0.1175,0.0232,-0.0061,-0.0501,8.0,-49.8,-226.38,85.32,166.84,2.83,-1.22,35.783073,51.443073,4816.56,4861.398139,22.52,25.806452,343.16,13-Dec,4066006.0,2016-06-26 12:00:17:415
70,0.4597,-0.6129,10.8793,0.1767,-0.5285,9.7908,-0.282,-0.4483,0.9831,0.0357,-0.0376,-0.0431,8.0,-47.04,-225.96,83.88,167.63,3.09,-1.03,35.783122999999996,51.443047,4820.59,4861.398139,22.86,38.709675,342.25,13 / 13,4066506.0,2016-06-26 12:00:17:915
71,-0.1724,-0.5842,10.0078,0.1949,-0.382,9.7973,-0.2524,-0.2022,-0.2875,0.0086,-0.0535,-0.0287,8.0,-46.68,-226.62,83.82,167.47,2.26,-1.85,35.783122999999996,51.443047,4820.59,4861.398139,22.86,38.709675,342.25,13 / 13,4067005.0,2016-06-26 12:00:18:414
72,0.0192,-0.3352,9.8162,-0.0941,-0.4781,9.7945,0.2282,0.1812,0.1653,0.0015,-0.0452,-0.0302,8.0,-46.74,-228.96,87.12,168.36,1.81,-0.39,35.78317,51.443027,4823.32,4861.398139,18.39,25.806452,343.65,13 / 13,4067506.0,2016-06-26 12:00:18:915
73,-0.1915,-0.6416,10.0461,0.0228,-0.4796,9.7949,-0.1665,0.1636,0.5098,0.0171,-0.0565,0.0073,8.0,-46.2,-229.2,87.06,168.44,2.65,0.02,35.78317,51.443027,4823.32,4861.398139,18.39,25.806452,343.65,13 / 13,4068006.0,2016-06-26 12:00:19:415
74,-0.0575,-0.3352,10.477,-0.1181,-0.3611,9.7993,0.0606,0.0259,0.2468,0.0208,-0.0342,0.0156,8.0,-48.9,-232.32,88.86,168.4,2.52,1.43,35.783203,51.443005,4824.85,4861.398139,16.35,25.806452,341.81,13 / 13,4068506.0,2016-06-26 12:00:19:915
75,-0.2969,-0.3448,9.4715,-0.2115,-0.3069,9.7996,-0.0471,-0.2868,-0.3951,-0.0174,-0.0489,0.0189,8.0,-51.0,-231.66,90.24,167.6,1.87,0.42,35.783203,51.443005,4824.85,4861.398139,16.35,25.806452,341.81,13 / 13,4069006.0,2016-06-26 12:00:20:415
76,-0.0958,-0.4693,10.2568,-0.2982,-0.3116,9.7972,-0.4488,-0.1289,0.1244,-0.0003,-0.0394,0.0348,8.0,-48.9,-229.2,87.42,168.39,2.12,1.71,35.78324,51.442986,4826.18,4861.398139,16.54,25.806452,341.86,13 / 13,4069506.0,2016-06-26 12:00:20:915
77,-0.2203,-0.249,9.9886,-0.1896,-0.3138,9.7998,0.1417,-0.1363,0.8496,0.018000000000000002,-0.0308,0.0437,8.0,-46.32,-229.08,83.94,168.9,1.83,1.11,35.78324,51.442986,4826.18,4861.398139,16.54,25.806452,341.86,13 / 13,4070006.0,2016-06-26 12:00:21:415
78,0.2011,-0.2203,9.8928,-0.2178,-0.2973,9.7997,0.2274,-0.0187,-0.2516,0.0437,-0.0504,0.0751,8.0,-46.44,-230.94,84.78,168.95,1.96,1.0,35.78328,51.442963,4827.38,4861.398139,15.99,25.806452,341.67,13 / 13,4070506.0,2016-06-26 12:00:21:915
79,-0.6512,-0.2586,9.0309,-0.2906,-0.2795,9.7984,-0.5904,0.0975,-0.0971,0.0168,-0.0412,0.1023,8.0,-46.2,-231.84,85.8,169.28,1.63,1.7,35.78328,51.442963,4827.38,4861.398139,15.99,25.806452,341.67,13 / 13,4071006.0,2016-06-26 12:00:22:415
80,-0.8428,-0.6321,9.9982,-0.4753,-0.3759,9.7879,-0.3675,-0.2562,0.2103,0.0076,-0.077,0.1164,8.0,-45.9,-231.12,85.68,169.69,1.94,2.99,35.783314000000004,51.442955,4827.61,4861.398139,14.73,38.709675,350.27,13 / 13,4071506.0,2016-06-26 12:00:22:915
81,-0.8619,-1.0247,10.4866,-0.4993,-0.816,9.7599,-0.5828,0.069,0.0755,0.0302,-0.0974,0.1283,8.0,-44.4,-230.58,84.84,169.81,4.36,2.53,35.783314000000004,51.442955,4827.61,4861.398139,14.73,38.709675,350.27,13 / 13,4072005.0,2016-06-26 12:00:23:414
85,-0.0383,0.2586,10.1706,-0.1174,-0.1922,9.8041,0.261,0.3837,0.06,0.0324,-0.0058,0.1326,8.0,-36.06,-231.66,82.86,171.36,1.12,0.69,35.78337,51.44294,4828.94,4861.398139,7.67,38.709675,336.94,13 / 13,4074005.0,2016-06-26 12:00:25:414
