,x-accelerometer,y-accelerometer,z-accelerometer,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),x-gyroscope,y-gyroscope,z-gyroscope,LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms,timestamp
1,-0.5555,-1.1875,9.912,-2.0322,-1.3275,9.5015,1.2565,0.1591,0.4967,0.015,-0.0428,0.0131,0.0,-64.5,-14.46,46.56,96.31,7.78,12.07,35.782307,51.44384,4848.45,4858.935106,11.27,25.806452,115.43,13 / 13,1515508.0,2016-06-30 13:16:40:678
2,-0.2298,-1.3119999999999998,9.9886,-1.9345,-1.35,9.5187,1.5419,0.1146,0.8434,-0.0122,-0.0336,-0.0269,0.0,-63.9,-13.8,46.86,96.17,7.91,11.49,35.782295,51.44389,4849.24,4858.935106,12.43,38.709675,97.57,13 / 13,1516008.0,2016-06-30 13:16:41:178
3,0.1437,-2.0207,10.2089,-1.8049,-1.7425,9.4803,1.9486,-0.2782,0.7286,0.0174,-0.0504,-0.0779,0.0,-62.52,-14.22,46.8,93.85,10.12,11.12,35.782295,51.44389,4849.24,4858.935106,12.43,38.709675,97.57,13 / 13,1516508.0,2016-06-30 13:16:41:678
4,-0.1053,-1.8579,9.9695,-1.5976,-1.9183,9.4836,1.4923,0.0604,0.4859,0.0003,-0.0388,-0.0968,0.0,-60.9,-16.02,47.82,94.68,11.47,9.41,35.782272,51.443934999999996,4854.43,4858.935106,14.23,38.709675,118.16,13 / 13,1517008.0,2016-06-30 13:16:42:178
5,-0.2394,-1.5036,9.9886,-1.5191,-1.7805,9.5233,1.6244,0.4589,0.4366,0.0437,0.0168,-0.0864,0.0,-62.04,-17.28,49.02,96.57,10.46,9.06,35.782272,51.443934999999996,4854.43,4858.935106,14.23,38.709675,118.16,13 / 13,1517508.0,2016-06-30 13:16:42:678
6,-0.3735,-1.5514,10.1801,-1.6412,-1.5788,9.5386,1.2677,0.0273,0.6416,0.0278,-0.0211,-0.0455,0.0,-59.94,-17.64,49.08,99.39,9.22,9.73,35.782246,51.443977000000004,4855.7,4858.935106,14.65,25.806452,119.75,13 / 13,1518009.0,2016-06-30 13:16:43:179
7,-0.5938,-1.3982,10.5441,-1.8934,-1.5431,9.4976,1.2996,0.1449,1.0465,0.0504,-0.0177,-0.04,0.0,-59.16,-19.02,48.12,101.22,8.95,10.72,35.782246,51.443977000000004,4855.7,4858.935106,14.65,25.806452,119.75,13 / 13,1518507.0,2016-06-30 13:16:43:677
8,-0.3352,-1.1013,9.6726,-2.1301,-1.5897,9.4396,1.6992,0.1819,0.6448,0.0211,-0.0034,-0.055,0.0,-58.74,-18.72,47.46,100.85,9.44,11.95,35.782215,51.444016,4856.29,4858.935106,14.93,38.709675,130.12,13 / 13,1519008.0,2016-06-30 13:16:44:178
9,-0.5459,-1.2737,10.1993,-2.1687,-1.5516,9.4371,1.7378,0.41200000000000003,0.8196,0.0318,-0.0131,-0.0614,0.0,-56.64,-18.48,46.68,100.7,9.1,12.94,35.782215,51.444016,4856.29,4858.935106,14.93,38.709675,130.12,13 / 13,1519507.0,2016-06-30 13:16:44:677
10,-0.5746,-1.5323,9.979,-2.1629,-1.6142,9.427999999999999,1.5883,0.0819,0.5511,0.0351,-0.0147,-0.0693,0.0,-54.24,-18.9,46.8,102.26,9.53,12.94,35.7822,51.44404,4856.23,4858.935106,14.73,38.709675,126.01,13 / 13,1520008.0,2016-06-30 13:16:45:178
