,x-accelerometer,y-accelerometer,z-accelerometer,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),x-gyroscope,y-gyroscope,z-gyroscope,LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms,timestamp
15,0.2969,0.1341,10.725999999999999,0.1944,0.1651,9.8033,-0.1848,0.1222,1.0568,0.0333,-0.2144,0.2437,0.0,-45.48,-6.96,-18.54,97.66,-2.81,1.72,35.78205,51.444557,4762.97,4852.539229999999,17.0,103.22581,133.24,11-Sep,20810509.0,2016-06-27 17:25:51:244
16,0.0862,0.5267,10.1323,0.1274,0.4293,9.7964,-0.0412,0.0974,0.3358,0.018000000000000002,-0.0266,0.1588,0.0,-45.96,-5.94,-17.04,96.58,-2.34,-0.6,35.78205,51.444557,4762.97,4852.539229999999,17.0,103.22581,133.24,11-Sep,20811009.0,2016-06-27 17:25:51:744
17,0.4884,0.1532,10.0461,0.0015,0.3832,9.7992,0.4869,-0.23,0.2469,0.0168,-0.0412,0.2279,0.0,-45.0,-4.98,-16.86,95.72,-1.66,-0.68,35.782043,51.44454,4763.58,4852.539229999999,0.0,103.22581,133.24,12-Nov,20811509.0,2016-06-27 17:25:52:244
18,0.1245,0.498,10.1323,0.0787,0.3835,9.7988,-0.0116,-0.0388,0.34299999999999997,0.0122,-0.0651,0.0489,0.0,-45.06,-3.72,-16.98,94.23,-2.24,-0.46,35.782043,51.44454,4763.58,4852.539229999999,0.0,103.22581,133.24,12-Nov,20812010.0,2016-06-27 17:25:52:745
19,0.067,0.9673,10.2472,-0.0081,0.3842,9.7991,0.0752,0.5831,0.4481,-0.0095,-0.0214,-0.1399,0.0,-44.88,-2.82,-17.52,92.94,-2.19,0.25,35.782036,51.44453,4764.25,4852.539229999999,4.0,103.22581,124.03,11-Nov,20812509.0,2016-06-27 17:25:53:244
20,-0.7661,1.2546,10.6494,-0.1896,0.5962,9.7867,-0.2892,0.055,0.1732,0.0403,0.0816,0.3045,0.0,-45.96,-3.48,-16.44,92.57,-3.49,1.11,35.782036,51.44453,4764.25,4852.539229999999,4.0,103.22581,124.03,11-Nov,20813009.0,2016-06-27 17:25:53:744
21,1.992,-3.9073,7.0102,0.6829999999999999,-0.8204,9.7484,1.1174,-2.5985,-2.221,-0.3564,-0.8561,0.0379,0.0,-47.16,3.42,-14.28,88.07,4.8,-4.01,35.782032,51.4445,4764.29,4852.539229999999,0.0,77.41935,124.03,11-Nov,20813509.0,2016-06-27 17:25:54:244
22,0.0862,0.249,10.7931,0.2604,0.3821,9.7957,-0.1743,-0.1331,0.9973,0.1878,-0.0156,0.1426,0.0,-48.6,-1.08,-13.26,92.54,3.88,-4.32,35.782032,51.4445,4764.29,4852.539229999999,0.0,77.41935,124.03,11-Nov,20814009.0,2016-06-27 17:25:54:744
23,-0.1053,0.996,8.8873,-0.4376,0.8836,9.757,0.2748,0.2944,-0.2472,0.2056,0.2896,0.142,0.0,-46.26,-6.12,-18.18,95.65,-4.85,2.5,35.782047,51.44445,4764.72,4852.539229999999,2.36,77.41935,29.35,11-Nov,20814510.0,2016-06-27 17:25:55:245
24,-0.0192,0.2107,9.9311,-0.1189,0.516,9.7923,0.1668,-0.1617,0.1197,-0.0367,0.0907,-0.0849,0.0,-45.66,-8.7,-17.82,99.76,-3.41,0.44,35.782047,51.44445,4764.72,4852.539229999999,2.36,77.41935,29.35,11-Nov,20815009.0,2016-06-27 17:25:55:744
25,-0.0192,0.4022,10.161,-0.0191,0.3871,9.799,0.0574,-0.0615,0.2854,-0.0299,0.0504,0.0125,0.0,-45.0,-10.02,-17.52,101.46,-2.73,0.32,35.782063,51.444412,4764.74,4852.539229999999,0.0,77.41935,29.35,11-Nov,20815509.0,2016-06-27 17:25:56:244
26,-0.2873,1.2641,10.1801,-0.127,0.3628,9.7991,-0.0358,0.662,-0.5671,0.0956,0.1463,0.0605,0.0,-44.7,-9.48,-17.52,100.63,-1.76,-0.01,35.782063,51.444412,4764.74,4852.539229999999,0.0,77.41935,29.35,11-Nov,20816010.0,2016-06-27 17:25:56:745
27,0.1532,0.0192,10.4483,-0.2163,-0.0816,9.8039,0.3695,0.1008,0.6444,-0.0232,0.2159,0.4423,0.0,-44.7,-7.02,-17.52,98.73,-0.11,1.25,35.782092999999996,51.4444,4764.36,4852.539229999999,6.8,51.612904,40.14,11-Nov,20816509.0,2016-06-27 17:25:57:244
28,-0.3352,-0.249,10.0078,0.1194,0.201,9.8039,-0.4546,-0.45,0.2039,0.0843,-0.0977,0.894,0.0,-42.18,0.96,-15.42,88.07,-1.64,0.56,35.782092999999996,51.4444,4764.36,4852.539229999999,6.8,51.612904,40.14,11-Nov,20817010.0,2016-06-27 17:25:57:745
234,-1.6281,-1.2258,10.2376,-1.2233,-1.2344,9.6514,-0.3952,-0.1351,0.6149,0.0428,-0.1552,0.6955,0.0,-21.84,-3.0,-1.14,97.15,7.23,7.22,35.782127,51.444103000000005,4788.03,4852.449119,2.29,19.35484,255.65,16 / 16,20920009.0,2016-06-27 17:27:40:744
235,-2.0782,-1.3599,10.2185,-1.6688,-0.9257,9.6192,-0.735,-0.4725,0.7717,0.037000000000000005,-0.16399999999999998,0.5159,0.0,-30.48,-5.1,-1.26,98.77,5.42,9.84,35.782135,51.444109999999995,4787.88,4852.449119,,25.806452,211.38,16 / 16,20920510.0,2016-06-27 17:27:41:245
236,-0.9002,-1.2546,10.1897,-1.1763,-1.0177,9.6825,0.1229,-0.4093,0.2582,0.04,-0.0913,0.2309,0.0,-34.74,-5.22,-0.9,97.67,5.56,9.23,35.782135,51.444109999999995,4787.88,4852.449119,,25.806452,211.38,16 / 16,20921009.0,2016-06-27 17:27:41:744
237,-0.6129,-1.4078,10.4483,-0.8732,-1.2245,9.6906,-0.1707,-0.3269,0.4225,-0.0052,-0.106,0.1955,0.0,-38.04,-4.74,0.18,96.83,7.17,5.15,35.782135,51.444109999999995,4787.88,4852.449119,,25.806452,211.38,16 / 16,20921509.0,2016-06-27 17:27:42:244
238,-0.6512,-1.6472,9.7492,-0.7808,-1.4335,9.6698,0.3116,-0.1467,0.0315,0.0034,-0.0776,0.1567,0.0,-40.2,-3.84,0.6,94.8,8.41,4.62,35.782123999999996,51.444115000000004,4787.75,4852.449119,,25.806452,190.58,16 / 16,20922010.0,2016-06-27 17:27:42:745
239,0.431,-1.2929,10.0078,-0.4599,-1.5246,9.6765,0.6322,-0.0364,0.4749,0.0241,-0.0929,0.0779,0.0,-40.98,-3.0,1.56,93.32,9.35,2.26,35.78212,51.444122,4787.54,4852.449119,,25.806452,172.25,16 / 16,20922510.0,2016-06-27 17:27:43:245
240,-0.2969,-1.8292,9.9311,-0.1259,-1.5955,9.6752,0.1547,-0.272,-0.2229,-0.0006,-0.0678,0.057999999999999996,0.0,-41.46,-3.0,2.22,93.56,9.36,0.75,35.78212,51.444122,4787.54,4852.449119,,25.806452,172.25,16 / 16,20923009.0,2016-06-27 17:27:43:744
241,-0.0958,-2.1548,10.2472,0.0457,-1.8582,9.6289,0.4715,-0.2966,0.3406,0.0205,-0.0605,-0.0214,0.0,-42.66,-2.52,2.82,93.24,10.7,-0.32,35.78208,51.444134000000005,4787.33,4852.449119,,25.806452,167.66,16 / 16,20923509.0,2016-06-27 17:27:44:244
242,-0.0479,-1.81,10.4387,0.2167,-1.7888,9.6397,-0.1976,0.0841,0.8182,0.0086,-0.0629,-0.037000000000000005,0.0,-42.66,-2.4,2.7,92.16,10.63,-1.52,35.78208,51.444134000000005,4787.33,4852.449119,,25.806452,167.66,16 / 16,20924010.0,2016-06-27 17:27:44:745
243,0.0479,-1.9728,10.2568,0.2964,-1.8682,9.6225,-0.1336,0.4126,0.5481,0.0061,-0.0342,-0.0409,0.0,-43.2,-3.06,2.28,93.74,10.98,-1.76,35.78204,51.444145,4786.99,4852.449119,10.73,25.806452,169.13,16 / 16,20924509.0,2016-06-27 17:27:45:244
244,-0.182,-1.8483,9.9599,0.4172,-1.8252,9.6263,-0.0341,0.3983,0.1708,0.0003,-0.0168,-0.0125,0.0,-43.02,-3.36,2.04,93.88,10.73,-2.48,35.78204,51.444145,4786.99,4852.449119,10.73,25.806452,169.13,16 / 16,20925010.0,2016-06-27 17:27:45:745
245,0.6033,-2.2505,9.6534,0.2377,-1.9094,9.616,0.1645,-0.3028,0.1044,-0.0208,-0.0776,-0.0128,0.0,-42.78,-6.54,3.12,98.57,11.23,-1.42,35.782,51.444164,4786.73,4852.449119,11.22,25.806452,158.28,16 / 16,20925509.0,2016-06-27 17:27:46:244
246,-0.1149,-2.3559,10.7069,0.0206,-2.0612,9.5876,-0.1356,-0.2946,1.1193,0.0202,-0.0644,-0.0263,0.0,-41.94,-6.96,3.18,98.79,12.62,-2.06,35.782,51.444164,4786.73,4852.449119,11.22,25.806452,158.28,16 / 16,20926009.0,2016-06-27 17:27:46:744
247,-0.4022,-2.4995,9.8162,0.2195,-2.2429,9.5442,-0.6217,-0.2566,0.272,0.2337,-0.0629,0.0137,0.0,-42.12,-7.86,1.98,100.2,12.7,-1.21,35.781967,51.444187,4786.58,4852.449119,11.8,25.806452,152.67,16 / 16,20926509.0,2016-06-27 17:27:47:244
248,0.4214,-2.806,11.0421,0.0512,-1.9991,9.6006,0.4468,-0.3185,-2.4467,-0.1399,0.0073,0.037000000000000005,0.0,-42.6,-8.58,2.22,101.24,10.59,-0.49,35.781967,51.444187,4786.58,4852.449119,11.8,25.806452,152.67,16 / 16,20927010.0,2016-06-27 17:27:47:745
249,0.5076,-1.4844,11.8178,-0.2442,-1.8619,9.6252,0.9242,0.0232,1.0913,-0.0993,-0.0819,0.0342,0.0,-41.34,-3.24,0.48,94.0,12.3,0.42,35.78195,51.444214,4786.47,4852.449119,12.13,19.35484,150.92,16 / 16,20927509.0,2016-06-27 17:27:48:244
250,0.3448,-2.8635,9.9216,-0.239,-2.6542,9.4376,0.7274,0.0493,-2.1497,0.0803,0.0128,0.0819,0.0,-42.3,-0.78,-0.06,91.16,13.09,0.76,35.78195,51.444214,4786.47,4852.449119,12.13,19.35484,150.92,16 / 16,20928009.0,2016-06-27 17:27:48:744
251,0.3065,-1.81,8.8107,-0.262,-1.3923,9.7038,0.8557,-0.4656,1.0606,-0.1512,-0.1185,0.0073,0.0,-42.06,-2.7,-1.8,94.21,8.16,1.55,35.781914,51.44424,4787.12,4852.449119,12.49,19.35484,159.29,16 / 16,20928509.0,2016-06-27 17:27:49:244
252,0.0766,-1.4078,11.0038,-0.146,-1.8892,9.6218,-0.0551,0.2324,1.2670000000000001,0.0553,-0.0538,0.0122,0.0,-39.12,-4.56,-0.48,97.01,11.11,0.87,35.781914,51.44424,4787.12,4852.449119,12.49,19.35484,159.29,16 / 16,20929009.0,2016-06-27 17:27:49:744
253,-0.249,-2.3272,9.8545,0.0478,-1.9647,9.6077,-0.5458,-0.2667,-0.1458,0.0363,-0.0254,0.0107,0.0,-40.08,-4.08,0.66,95.37,11.56,-0.29,35.781864,51.44426,4788.18,4852.449119,12.88,19.35484,162.41,16 / 16,20929509.0,2016-06-27 17:27:50:244
254,-0.0096,-2.4995,9.7013,-0.0981,-1.8253,9.6348,0.0885,-0.6742,0.0665,0.0144,-0.0541,0.004,0.0,-42.24,-7.38,2.1,98.73,10.29,0.65,35.781864,51.44426,4788.18,4852.449119,12.88,19.35484,162.41,16 / 16,20930009.0,2016-06-27 17:27:50:744
255,-1.1301,-1.7142,10.5249,-0.0555,-2.0943,9.5803,-1.3618,0.4567,0.5041,-0.0302,-0.0812,0.0177,0.0,-43.08,-9.72,2.76,101.89,12.65,0.32,35.781815,51.44428,4788.25,4852.449119,13.37,19.35484,163.4,16 / 17,20930509.0,2016-06-27 17:27:51:244
256,-0.182,-2.5187,10.4962,-0.0906,-2.543,9.4708,0.1481,-0.0331,1.1116,0.1127,-0.08,-0.0037,0.0,-42.6,-9.9,3.3,101.53,14.44,0.93,35.781815,51.44428,4788.25,4852.449119,13.37,19.35484,163.4,16 / 17,20931009.0,2016-06-27 17:27:51:744
257,0.0575,-2.1931,8.9926,0.0871,-2.2632,9.5415,-0.3457,-0.2842,-0.0605,0.0024,-0.0541,-0.0006,0.0,-43.26,-8.4,4.62,98.87,13.34,-0.52,35.78177,51.444305,4787.33,4852.449119,13.79,19.35484,159.97,16 / 17,20931513.0,2016-06-27 17:27:52:248
258,-0.3256,-2.3367,9.097999999999999,0.1572,-1.8892,9.6217,-0.4541,-0.3422,0.0892,-0.0131,-0.073,0.0128,0.0,-42.24,-7.38,3.0,98.69,11.11,-0.94,35.78177,51.444305,4787.33,4852.449119,13.79,19.35484,159.97,16 / 17,20932009.0,2016-06-27 17:27:52:744
259,0.3639,-2.2697,9.9886,-0.1385,-2.3578,9.517999999999999,0.9142,-0.1226,0.71,0.0061,-0.0434,0.022000000000000002,0.0,-42.48,-7.2,1.62,98.56,12.55,-0.45,35.78172,51.44433,4785.57,4852.449119,14.15,19.35484,158.49,16 / 17,20932509.0,2016-06-27 17:27:53:244
260,0.3735,-2.8635,9.6726,0.2872,-2.568,9.4601,0.0001,-0.2284,0.1359,0.0425,-0.0284,-0.0278,0.0,-39.9,-6.48,1.14,98.08,14.66,-0.73,35.78172,51.44433,4785.57,4852.449119,14.15,19.35484,158.49,16 / 17,20933009.0,2016-06-27 17:27:53:744
261,0.5363,-3.1316,9.4332,0.4651,-2.7159,9.4116,0.1095,-0.1571,0.0695,-0.0012,-0.0272,-0.0192,0.0,-40.38,-9.84,-0.12,102.74,15.82,-2.01,35.781677,51.444359999999996,4781.14,4852.449119,14.38,19.35484,150.54,16 / 17,20933510.0,2016-06-27 17:27:54:245
262,-0.0862,-2.6911,9.9024,0.4794,-2.9368,9.3443,-1.054,0.5138,1.0274,0.1264,-0.0513,-0.0418,0.0,-41.7,-10.44,1.44,103.19,17.11,-2.67,35.781677,51.444359999999996,4781.14,4852.449119,14.38,19.35484,150.54,16 / 17,20934009.0,2016-06-27 17:27:54:744
263,1.0534,-1.4365,9.1363,0.3741,-2.1583,9.5589,1.1103,0.0035,0.7553,0.1527,0.077,-0.0596,0.0,-42.12,-6.54,1.38,99.42,12.71,-2.24,35.78164,51.444390000000006,4776.72,4852.449119,14.45,19.35484,152.49,16 / 17,20934510.0,2016-06-27 17:27:55:245
264,2.0877,-1.3503,8.1211,0.6902,-2.1442,9.5444,1.2539,0.2672,-0.7434,-0.0727,-0.047,-0.0266,0.0,-40.86,-2.22,-0.96,93.33,13.08,-1.29,35.78164,51.444390000000006,4776.72,4852.449119,14.45,19.35484,152.49,16 / 17,20935010.0,2016-06-27 17:27:55:745
265,0.0383,-1.6855,8.9064,0.8479,-1.8191,9.5991,-0.4648,-0.0005,-0.2809,-0.0134,-0.0382,-0.0776,0.0,-38.7,-1.26,-4.92,93.79,10.69,-5.05,35.781605,51.444412,4776.49,4852.449119,14.46,19.35484,153.77,16 / 17,20935510.0,2016-06-27 17:27:56:245
266,0.4884,-1.7813,9.7109,0.6938,-1.8327,9.6089,0.034,-0.1018,0.2265,0.0299,0.0015,-0.055,0.0,-37.44,-3.0,-6.72,97.43,10.77,-4.13,35.781605,51.444412,4776.49,4852.449119,14.46,19.35484,153.77,16 / 17,20936009.0,2016-06-27 17:27:56:744
267,0.6129,-1.9249,10.5345,0.6195,-1.8576,9.6092,-0.1215,-0.21100000000000002,0.6476,0.0079,-0.0305,-0.0715,0.0,-36.66,-4.32,-5.58,98.58,10.92,-3.69,35.781555,51.44443,4775.94,4852.449119,14.62,19.35484,158.58,15 / 17,20936509.0,2016-06-27 17:27:57:244
268,0.1724,-1.6664,9.6247,0.8124,-1.8577,9.5948,-0.2666,0.3063,0.4322,0.0571,-0.0125,-0.0586,0.0,-36.06,-4.68,-5.1,100.28,10.92,-4.84,35.781555,51.44443,4775.94,4852.449119,14.62,19.35484,158.58,15 / 17,20937009.0,2016-06-27 17:27:57:744
269,0.4405,-1.9824,10.161,0.636,-1.6532,9.6454,-0.4732,-0.3771,0.0655,0.0009,-0.0562,-0.0602,0.0,-35.16,-5.7,-4.68,101.67,9.71,-3.77,35.781513000000004,51.44445,4777.28,4852.449119,14.83,19.35484,162.27,16 / 17,20937510.0,2016-06-27 17:27:58:245
270,0.8523,-2.3272,10.5249,0.6792,-1.7663,9.6223,-0.162,-0.8386,0.8451,0.0339,-0.1008,-0.0852,0.0,-35.4,-6.9,-2.88,102.76,10.51,-3.89,35.781513000000004,51.44445,4777.28,4852.449119,14.83,19.35484,162.27,16 / 17,20938010.0,2016-06-27 17:27:58:745
271,1.6281,-1.5036,10.2663,0.7903,-1.6897,9.6276,0.7324,-0.0245,0.9931,-0.015,0.0015,-0.0284,0.0,-35.4,-7.86,-0.9,103.9,10.69,-4.97,35.781464,51.444472999999995,4776.93,4852.449119,15.05,19.35484,165.79,16 / 16,20938509.0,2016-06-27 17:27:59:244
272,0.4693,-1.6951,9.6247,0.4987,-2.0995,9.5663,0.3153,0.5481,0.0776,0.0507,-0.036000000000000004,-0.0064,0.0,-35.76,-6.78,0.78,101.19,11.7,-3.7,35.781464,51.444472999999995,4776.93,4852.449119,15.05,19.35484,165.79,16 / 16,20939010.0,2016-06-27 17:27:59:745
273,0.6129,-2.375,9.8162,0.511,-1.7351,9.6384,-0.147,-0.4293,0.3023,0.0379,-0.0715,0.0046,0.0,-35.88,-5.64,-1.38,100.07,10.72,-2.55,35.78141,51.444485,4775.85,4852.449119,15.39,12.903226,169.51,16 / 16,20939509.0,2016-06-27 17:28:00:244
274,1.1396,-1.6855,9.73,0.5795,-1.8023,9.6222,-0.0144,0.0019,0.3473,0.0376,-0.0831,-0.0131,0.0,-36.06,-5.82,-3.54,101.14,10.59,-3.45,35.78141,51.444485,4775.85,4852.449119,15.39,12.903226,169.51,16 / 16,20940010.0,2016-06-27 17:28:00:745
275,1.2929,-1.6185,9.6343,0.6668,-1.7559,9.6251,0.3962,0.1374,0.5455,0.0183,-0.0092,0.0049,0.0,-36.9,-6.66,-3.66,102.38,10.31,-3.84,35.78141,51.444485,4775.85,4852.449119,15.39,12.903226,169.51,16 / 16,20940509.0,2016-06-27 17:28:01:244
276,-0.0192,-1.9632,9.6151,0.7020000000000001,-1.798,9.6148,-0.7212,-0.1652,0.0003,-0.015,-0.018000000000000002,0.0183,0.0,-38.58,-6.9,-2.34,101.1,10.61,-3.0,35.781357,51.4445,4773.6,4828.458778,15.83,12.903226,170.27,16 / 16,20941009.0,2016-06-27 17:28:01:744
277,0.2394,-2.0973,9.8354,0.2763,-1.8955,9.6178,-0.0369,-0.2019,0.2176,0.0128,-0.0507,-0.0046,0.0,-39.3,-3.24,-3.66,95.88,11.26,-2.05,35.781296000000005,51.44451,4772.08,4826.23484,16.29,12.903226,170.83,16 / 16,20941509.0,2016-06-27 17:28:02:244
278,0.8906,-2.1356,9.5577,0.3649,-1.7397,9.6442,-0.4319,-0.2523,0.5455,0.0718,-0.0996,0.0052,0.0,-38.58,-2.82,-4.2,95.83,10.45,-2.33,35.781296000000005,51.44451,4772.08,4826.23484,16.29,12.903226,170.83,16 / 16,20942009.0,2016-06-27 17:28:02:744
279,0.4884,-1.6376,10.3238,0.3417,-1.8249,9.6293,0.1467,0.1873,0.6945,0.1197,-0.0858,-0.0031,0.0,-37.68,-2.7,-0.06,94.9,10.97,-2.43,35.781227,51.444520000000004,4769.65,4826.23484,16.92,12.903226,173.63,15 / 16,20942509.0,2016-06-27 17:28:03:244
280,0.1915,-1.8675,9.5481,0.502,-1.8337,9.6206,-0.3104,-0.0338,-0.0725,0.12,-0.0709,0.0128,0.0,-36.06,-2.76,2.04,94.66,11.07,-3.15,35.781227,51.444520000000004,4769.65,4826.23484,16.92,12.903226,173.63,15 / 16,20943010.0,2016-06-27 17:28:03:745
281,0.2777,-1.6951,10.2185,0.3612,-1.9736,9.5992,0.2995,0.1732,0.3703,-0.0443,-0.047,0.0202,0.0,-34.14,-3.48,2.94,94.26,11.23,-1.57,35.78116,51.44453,4766.94,4826.23484,17.62,12.903226,173.16,16 / 16,20943509.0,2016-06-27 17:28:04:244
282,0.4405,-1.8675,10.1801,0.4094,-1.9884,9.5942,0.0311,0.1209,0.5859,0.015,-0.0687,0.0153,0.0,-33.36,-4.74,0.96,98.51,11.92,-2.11,35.78116,51.44453,4766.94,4826.23484,17.62,12.903226,173.16,16 / 16,20944009.0,2016-06-27 17:28:04:744
283,-0.0287,-2.0207,10.7739,0.3538,-1.9649,9.6013,0.1442,0.2603,1.4216,0.048,-0.0464,0.0153,0.0,-33.42,-5.82,0.96,100.17,11.56,-2.11,35.78109,51.44454,4763.81,4826.23484,18.26,12.903226,172.94,16 / 16,20944509.0,2016-06-27 17:28:05:244
284,0.9098,-2.1261,10.4196,0.4518,-1.9708,9.596,-0.0591,0.1033,-0.2777,0.0226,-0.0076,-0.0287,0.0,-33.18,-5.94,1.38,100.28,11.59,-2.7,35.78109,51.44454,4763.81,4826.23484,18.26,12.903226,172.94,16 / 16,20945009.0,2016-06-27 17:28:05:744
285,0.4693,-2.0207,9.5864,0.6719,-1.8016,9.6163,-0.0111,0.1736,0.8512,0.0116,-0.0858,-0.0189,0.0,-31.86,-6.6,-0.36,102.85,10.58,-3.94,35.781017,51.444546,4760.92,4826.23484,18.94,12.903226,174.46,16 / 16,20945509.0,2016-06-27 17:28:06:244
286,0.6225,-1.5514,10.0556,0.5694,-1.6427,9.6513,-0.9524,-0.4068,1.1992,-0.0131,-0.0458,0.0195,0.0,-31.8,-6.48,-0.18,101.08,9.75,-3.62,35.781017,51.444546,4760.92,4826.23484,18.94,12.903226,174.46,16 / 16,20946009.0,2016-06-27 17:28:06:744
287,0.8619,-2.1261,10.228,0.4177,-2.0788,9.5747,0.2239,0.1635,1.0364,0.0006,-0.0819,0.0043,0.0,-33.36,-6.18,-2.64,101.41,11.87,-2.94,35.780945,51.444553000000006,4758.91,4826.23484,19.52,12.903226,175.82,16 / 16,20946509.0,2016-06-27 17:28:07:244
288,0.8523,-1.8962,10.7452,0.5238,-1.8531,9.6157,0.3286,-0.0431,1.1295,0.0037,-0.0757,0.0015,0.0,-33.96,-5.46,-4.32,100.11,11.3,-2.88,35.780945,51.444553000000006,4758.91,4826.23484,19.52,12.903226,175.82,16 / 16,20947009.0,2016-06-27 17:28:07:744
289,0.2586,-2.0973,10.1801,0.4721,-1.9041,9.6084,-0.271,-0.0879,0.3323,0.0052,-0.0415,0.0229,0.0,-32.52,-6.78,-8.82,105.35,11.2,-2.81,35.780879999999996,51.444557,4755.91,4826.23484,19.94,12.903226,175.87,16 / 16,20947509.0,2016-06-27 17:28:08:244
290,1.0439,-1.6951,10.1897,0.4821,-1.9672,9.5952,-0.0607,-0.1493,1.1787,-0.0455,-0.1368,-0.0015,0.0,-36.54,-10.38,-4.62,106.93,11.57,-2.88,35.780879999999996,51.444557,4755.91,4826.23484,19.94,12.903226,175.87,16 / 16,20948009.0,2016-06-27 17:28:08:744
291,0.6416,-1.8771,10.161,0.7496,-1.9498,9.5816,0.1123,-0.0326,0.4645,0.0556,-0.0531,0.0177,0.0,-39.84,-9.18,-0.84,105.34,11.4,-4.74,35.780809999999995,51.444565000000004,4751.72,4826.23484,20.32,12.903226,174.71,16 / 16,20948509.0,2016-06-27 17:28:09:244
