,x-accelerometer,y-accelerometer,z-accelerometer,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),x-gyroscope,y-gyroscope,z-gyroscope,LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms,timestamp
46,-0.9768,0.5459,10.6207,0.1212,0.1678,9.8045,-1.0981,0.3781,0.8162,0.0559,0.0376,0.1949,0.0,177.54,-522.54,-365.94,199.73,-0.21,-1.43,35.78284,51.443092,4837.35,,17.53,19.35484,322.76,12-Dec,9584507.0,2016-07-02 12:55:55:584
47,-1.6089,1.0343,10.0078,-0.5986,0.9977,9.7374,-1.7094,-0.1645,0.9503,0.0913,-0.1506,0.2062,0.0,176.76,-521.4,-364.8,198.71,-4.7,1.78,35.78284,51.443092,4837.35,,17.53,19.35484,322.76,12-Dec,9585008.0,2016-07-02 12:55:56:085
48,-2.739,0.6512,11.7986,-0.4547,0.6932,9.7715,-2.2843,-0.042,2.0271,-0.2541,-0.018000000000000002,0.1503,0.0,175.74,-520.02,-364.8,199.51,-6.67,1.28,35.782875,51.443059999999996,4837.15,,17.08,19.35484,320.06,12-Dec,9585507.0,2016-07-02 12:55:56:584
49,0.8045,1.3599,9.0501,-0.9015,0.6651,9.7424,1.6294,0.8576,-1.3244,0.1042,0.0165,0.1017,0.0,174.6,-520.14,-364.62,193.71,-3.24,8.17,35.782875,51.443059999999996,4837.15,,17.08,19.35484,320.06,12-Dec,9586007.0,2016-07-02 12:55:57:084
50,-1.2546,-0.067,8.9926,-1.4099,0.838,9.6685,-0.9939,-0.6177,-0.1109,0.0418,-0.146,0.1405,0.0,174.66,-518.58,-364.68,195.38,-5.25,6.5,35.782887,51.44303,4836.87,,16.43,38.709675,296.31,12-Dec,9586507.0,2016-07-02 12:55:57:584
51,-1.0056,-1.7142,9.5098,-1.0801,-0.1469,9.7459,0.1416,-1.7014,-0.1882,-0.048,0.0254,0.0171,0.0,174.24,-518.22,-364.68,194.61,-0.72,6.17,35.782887,51.44303,4836.87,,16.43,38.709675,296.31,12-Dec,9587007.0,2016-07-02 12:55:58:084
52,-0.3543,-1.3024,11.2432,-1.2707,-1.047,9.6674,0.8109999999999999,-0.9449,-0.8855,-0.0336,-0.0843,0.1005,0.0,167.46,-521.4,-345.66,192.11,6.76,7.65,35.782894,51.443012,4836.48,,15.53,25.806452,282.45,12-Dec,9587507.0,2016-07-02 12:55:58:584
53,-0.4501,-1.5706,10.2089,-0.948,-1.3676,9.6644,0.0382,0.0747,0.0369,-0.0391,-0.0644,0.073,0.0,167.16,-519.42,-345.0,193.22,8.02,5.6,35.782894,51.443012,4836.48,,15.53,25.806452,282.45,12-Dec,9588007.0,2016-07-02 12:55:59:084
54,-1.1588,-1.1109,9.5577,-1.2419,-1.0975,9.6656,-0.2233,-0.09,-0.1558,0.0617,-0.0721,0.022000000000000002,0.0,167.1,-519.42,-344.76,192.33,6.43,7.32,35.782894,51.442986,4836.09,,15.07,25.806452,278.62,12-Dec,9588507.0,2016-07-02 12:55:59:584
55,-1.2163,-0.5746,10.1706,-1.0516,-0.8771,9.7106,-0.4519,0.4653,0.1823,0.026000000000000002,-0.0174,0.0269,0.0,167.28,-519.9,-344.82,193.18,5.13,6.18,35.782894,51.442986,4836.09,,15.07,25.806452,278.62,12-Dec,9589008.0,2016-07-02 12:56:00:085
56,0.0192,-0.5171,10.0173,-1.4424,-0.3288,9.6944,1.4615,-0.1884,0.3229,-0.0174,0.0733,0.0241,0.0,167.76,-519.6,-344.34,192.64,2.65,7.71,35.782906,51.442944,4835.69,,14.8,25.806452,276.1,12-Dec,9589507.0,2016-07-02 12:56:00:584
57,1.9728,0.1245,7.4029,-1.5432,-0.6901,9.6599,2.7882,0.0963,-0.1309,0.1735,-0.1533,0.0706,0.0,165.3,-521.1,-341.34,191.12,5.07,9.31,35.782906,51.442944,4835.69,,14.8,25.806452,276.1,12-Dec,9590007.0,2016-07-02 12:56:01:084
58,0.6991,-1.3599,13.0149,-1.3746,-1.2827,9.6247,1.5182,0.0473,4.0509,-0.2074,-0.1148,0.0648,0.0,159.78,-518.82,-325.32,192.53,5.5,6.85,35.782906,51.442898,4835.35,,14.64,25.806452,272.53,12-Dec,9590508.0,2016-07-02 12:56:01:585
59,-1.9728,-1.0439,10.41,-1.2466,-0.927,9.6828,-0.5443,0.0364,0.1717,-0.0339,-0.0571,0.0293,0.0,153.6,-522.54,-320.16,193.26,5.21,4.26,35.782906,51.442898,4835.35,,14.64,25.806452,272.53,12-Dec,9591008.0,2016-07-02 12:56:02:085
60,-1.5419,-1.5706,8.6479,-1.3366,-1.2059,9.64,0.0245,-0.3743,-0.7623,-0.0431,-0.1014,-0.055,0.0,152.52,-524.64,-321.54,191.32,6.64,7.08,35.782932,51.442863,4835.51,,14.66,38.709675,278.56,12-Dec,9591508.0,2016-07-02 12:56:02:585
61,-1.1875,-1.0822,9.347000000000001,-1.6159,-1.1123,9.6084,0.4284,0.0301,-0.2615,0.1011,-0.091,-0.0168,0.0,150.96,-524.7,-322.2,189.91,7.22,9.04,35.782932,51.442863,4835.51,,14.66,38.709675,278.56,12-Dec,9592007.0,2016-07-02 12:56:03:084
62,-1.2163,0.3448,9.8737,-1.5623,-0.7729,9.6505,0.3461,1.1177,0.2232,0.0742,-0.0608,-0.0119,0.0,148.68,-527.46,-321.9,190.28,4.52,8.43,35.78295,51.442825,4839.09,,14.87,25.806452,279.48,12-Dec,9592508.0,2016-07-02 12:56:03:585
63,-1.4557,-1.4365,13.5225,-1.1864,-0.6854,9.7105,-0.0778,-0.9618,4.3291,-0.0712,-0.1237,-0.0211,0.0,1.26,-11.64,19.26,197.18,4.01,6.97,35.78295,51.442825,4839.09,,14.87,25.806452,279.48,12-Dec,9593009.0,2016-07-02 12:56:04:086
64,-0.2873,-0.4597,8.8011,-1.1173,-1.1052,9.6799,0.83,0.6455,-0.8788,-0.1457,-0.0956,-0.0058,0.0,0.78,-10.14,22.74,206.12,6.3,6.63,35.782967,51.442776,4843.23,,15.04,38.709675,274.72,12-Dec,9593508.0,2016-07-02 12:56:04:585
65,-0.4693,-0.7566,10.5728,-0.5786,-0.9134,9.7469,0.7318,-0.3125,-0.1318,-0.0131,-0.0137,-0.0571,0.0,0.42,-14.76,22.68,186.08,5.34,3.4,35.782967,51.442776,4843.23,,15.04,38.709675,274.72,12-Dec,9594007.0,2016-07-02 12:56:05:084
66,-1.2641,0.2777,8.5138,-0.9429,-0.6719,9.7381,-0.034,0.9496,-2.0479,0.1008,-0.1494,0.0241,0.0,3.06,-15.96,21.96,199.42,3.93,5.53,35.782973999999996,51.44271,4848.68,,15.33,38.709675,275.43,12-Dec,9594508.0,2016-07-02 12:56:05:585
67,-0.747,-0.1628,9.2225,-0.4509,-0.7171,9.77,-0.0949,-0.6429,1.5881,0.175,-0.0657,0.0034,0.0,3.84,-16.08,22.56,199.48,4.19,2.64,35.782973999999996,51.44271,4848.68,,15.33,38.709675,275.43,12-Dec,9595008.0,2016-07-02 12:56:06:085
68,-1.4078,-2.4038,13.2735,-0.5739,-0.8422,9.7536,0.0089,-1.4276,2.7154,-0.1359,-0.0363,-0.0119,0.0,4.68,-13.68,24.0,208.24,4.93,3.37,35.782986,51.442654,4853.52,,15.47,38.709675,275.49,12-Dec,9595507.0,2016-07-02 12:56:06:584
69,-0.5363,-1.3886,9.1363,-0.868,-0.8938,9.7272,-0.1663,0.3192,-1.2326,-0.04,-0.0021,-0.0037,0.0,5.82,-10.92,23.64,222.58,5.23,5.1,35.782986,51.442654,4853.52,,15.47,38.709675,275.49,12-Dec,9596009.0,2016-07-02 12:56:07:086
70,-1.7142,0.8811,9.4427,-0.9758,-0.8128,9.7241,-0.2117,1.8854,-1.2773,-0.0058,-0.0156,0.026000000000000002,0.0,5.52,-11.34,24.3,223.33,5.49,5.38,35.782996999999995,51.44259,4858.07,,15.46,19.35484,278.76,12-Dec,9596507.0,2016-07-02 12:56:07:584
71,-0.5267,0.565,11.3294,-0.5695,0.789,9.7583,0.4737,0.2165,0.2687,-0.256,0.0308,0.0287,0.0,4.44,-9.96,24.42,207.66,-4.09,4.96,35.782996999999995,51.44259,4858.07,,15.46,19.35484,278.76,12-Dec,9597009.0,2016-07-02 12:56:08:086
72,-0.1915,-0.3926,10.7356,-0.4591,-0.2308,9.7932,0.7081,-0.4205,0.5402,-0.0391,0.0119,0.0284,0.0,3.9,-9.06,23.64,208.18,-1.48,2.75,35.78301,51.442528,4862.34,,15.53,19.35484,282.47,12-Dec,9597508.0,2016-07-02 12:56:08:585
73,-0.6321,-0.1245,13.4363,-0.6069,-0.4192,9.7789,-0.4657,-0.2607,1.9814,-0.1313,-0.0278,0.0018,0.0,2.52,-9.72,23.34,206.27,2.61,3.55,35.78301,51.442528,4862.34,,15.53,19.35484,282.47,12-Dec,9598007.0,2016-07-02 12:56:09:084
74,-1.7047,-1.4078,10.5249,-0.8154,-0.5127,9.7592,-0.0082,0.1775,1.0147,0.0412,-0.1133,0.0027,0.0,2.4,-8.7,22.74,206.62,3.0,4.78,35.783015999999996,51.44246,4865.39,,15.69,19.35484,281.27,12-Dec,9598508.0,2016-07-02 12:56:09:585
75,-0.8236,-0.6225,10.0844,-0.3115,-0.3617,9.795,-0.4068,0.3234,-1.1759,0.0638,-0.047,-0.0113,0.0,1.86,-9.3,24.18,198.8,2.11,1.82,35.783015999999996,51.44246,4865.39,,15.69,19.35484,281.27,12-Dec,9599008.0,2016-07-02 12:56:10:085
76,-0.4405,-0.9194,10.161,-0.3875,-0.4345,9.7894,-0.4936,-0.6285,0.7547,-0.0458,-0.2129,0.0021,0.0,1.86,-10.56,22.8,200.6,3.44,4.03,35.78303,51.442387,4868.0,,16.09,38.709675,282.11,12-Dec,9599507.0,2016-07-02 12:56:10:584
77,-0.5746,-0.498,10.41,-0.5061,-0.6407,9.7726,-0.4516,0.248,-1.0002,0.2807,-0.0031,-0.0086,0.0,3.66,-10.98,22.38,208.23,4.92,2.3,35.78303,51.442387,4868.0,,16.09,38.709675,282.11,12-Dec,9600007.0,2016-07-02 12:56:11:084
78,-0.7853,-0.9098,12.152999999999999,-0.8013,-0.3619,9.7672,0.2555,-0.9693,1.8208,-0.0635,-0.0452,0.0086,0.0,1.98,-11.46,22.62,200.89,2.11,4.69,35.783046999999996,51.44232,4870.66,,16.27,38.709675,283.46,12-Dec,9600508.0,2016-07-02 12:56:11:585
79,0.182,-0.067,12.0476,-0.7738,-0.344,9.77,0.6301,0.0854,2.201,0.0547,-0.0101,-0.0165,0.0,0.78,-9.3,23.04,198.95,2.01,4.53,35.783046999999996,51.44232,4870.66,,16.27,38.709675,283.46,12-Dec,9601009.0,2016-07-02 12:56:12:086
80,-0.8045,0.067,8.916,-1.0147,0.6914,9.7295,0.0474,0.2471,-1.5413,-0.0345,-0.0195,-0.0962,0.0,-0.48,-9.48,24.6,190.28,-0.89,4.06,35.78305,51.44225,4872.73,,16.5,38.709675,276.05,12-Dec,9601508.0,2016-07-02 12:56:12:585
81,-0.0192,0.2682,9.2416,-0.8366,0.2333,9.7681,0.1088,0.4084,-0.0093,-0.0809,-0.0568,0.0794,0.0,0.66,-13.02,24.84,195.67,-1.85,6.61,35.78305,51.44225,4872.73,,16.5,38.709675,276.05,12-Dec,9602009.0,2016-07-02 12:56:13:086
82,1.7526,-0.6129,8.9447,0.0304,-0.2948,9.8022,1.3104,-0.3181,0.8759999999999999,0.1918,-0.0828,0.3265,0.0,-0.6,-11.52,26.34,174.5,1.72,-0.18,35.783066,51.442165,4874.67,,16.9,38.709675,275.85,12-Dec,9602507.0,2016-07-02 12:56:13:584
83,1.3408,-1.0247,9.9599,1.1546,-0.1304,9.7376,0.1861,-0.8943,0.2223,-0.0938,0.0131,0.2984,0.0,-0.18,-7.62,27.36,157.35,0.19,-7.02,35.783066,51.442165,4874.67,,16.9,38.709675,275.85,12-Dec,9603008.0,2016-07-02 12:56:14:085
84,-0.2586,-0.3065,10.8505,0.7373,-0.7415,9.7507,0.182,0.4351,0.5348,0.0852,0.0412,0.2141,0.0,2.64,-4.5,26.82,206.27,4.34,-4.32,35.783066,51.442097,4874.98,,16.84,38.709675,278.8,12-Dec,9603507.0,2016-07-02 12:56:14:584
85,0.2777,-0.0479,9.7971,0.2739,-0.3291,9.7973,0.023,0.5111,-0.0864,-0.0217,0.08800000000000001,0.1536,0.0,4.2,-1.2,26.46,267.84,1.92,-1.6,35.783066,51.442097,4874.98,,16.84,38.709675,278.8,12-Dec,9604007.0,2016-07-02 12:56:15:084
