,x-accelerometer,y-accelerometer,z-accelerometer,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),x-gyroscope,y-gyroscope,z-gyroscope,LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms,timestamp
23,-3.8595,-0.4501,8.7915,-0.2712,-0.2213,9.8004,-3.3871,0.1734,-0.4726,0.1261,-0.0302,-0.4365,0.0,-7.5,-3.3,32.04,109.42,1.07,0.33,35.78245,51.443591999999995,4825.76,4852.463136,15.99,25.806452,310.99,11-Sep,13338005.0,2016-07-01 15:06:41:622
24,-1.7909,-0.8906,10.8026,0.028999999999999998,0.5724,9.7899,-1.7624,-1.4247,1.4629,0.0281,-0.0702,-0.2392,0.0,-2.28,-3.96,30.48,177.32,-2.33,3.35,35.782482,51.443512,4822.89,4852.463136,16.24,25.806452,301.66,11-Sep,13338505.0,2016-07-01 15:06:42:122
25,-0.9194,-0.4884,10.477,0.1673,1.079,9.7457,-1.3739,-1.3184,0.9612,0.0183,-0.0843,-0.099,0.0,1.14,-3.3,29.88,184.41,-6.32,-0.98,35.782482,51.443512,4822.89,4862.523124,16.24,25.806452,301.66,11-Sep,13339005.0,2016-07-01 15:06:42:622
26,-0.1724,-0.1437,10.2568,0.2733,1.3454,9.7101,-0.3786,-1.7285,0.3935,0.0116,-0.0079,-0.0605,0.0,2.46,-4.32,28.62,188.47,-7.89,-1.61,35.782497,51.443447,4821.25,4862.523124,16.59,25.806452,286.74,12-Oct,13339505.0,2016-07-01 15:06:43:122
27,-0.2394,-0.1628,9.5289,-0.5249,1.15,9.7248,0.2855,-1.3128,-0.1959,0.0171,-0.006999999999999999,-0.0421,0.0,2.82,-3.3,27.6,214.89,-6.71,2.76,35.782497,51.443447,4821.25,4862.523124,16.59,25.806452,286.74,12-Oct,13340005.0,2016-07-01 15:06:43:622
28,-0.1053,-0.2394,10.3717,-0.9238,1.0764,9.7035,0.8759,-1.4978,0.9172,0.0089,-0.0651,0.0278,0.0,3.54,-1.68,28.5,232.76,-6.3,5.44,35.782513,51.443382,4823.59,4862.523124,17.24,38.709675,294.58,12-Oct,13340505.0,2016-07-01 15:06:44:122
29,0.0479,-0.067,10.6207,-0.9809,1.2997,9.6705,1.0,-1.0699,0.7490000000000001,0.0241,-0.0635,0.0553,0.0,3.3,-1.74,29.58,228.12,-7.16,6.37,35.782513,51.443382,4823.59,4862.523124,17.24,38.709675,294.58,12-Oct,13341006.0,2016-07-01 15:06:44:623
30,-0.2586,-0.0192,10.4004,-1.0488,1.3848,9.6516,1.2403,-1.0401,0.5477,-0.011000000000000001,-0.0373,0.0403,0.0,3.66,-1.68,30.9,229.43,-8.12,6.2,35.78257,51.443382,4827.44,4862.523124,17.25,51.612904,309.43,12-Sep,13341505.0,2016-07-01 15:06:45:122
31,-0.1053,0.1149,9.5768,-1.2371,1.7108,9.5767,1.2946,-1.1840000000000002,-0.0095,0.004,-0.0562,0.0137,0.0,0.36,-2.1,30.36,208.23,-10.05,7.36,35.78257,51.443382,4827.44,4862.523124,17.25,51.612904,309.43,12-Sep,13342005.0,2016-07-01 15:06:45:622
32,-0.2969,-0.182,10.1227,-1.0831,1.6809,9.6006,0.8245,-1.7766,0.4933,0.0339,-0.0015,-0.0983,0.0,2.04,-0.78,30.66,221.26,-9.87,6.44,35.782703000000005,51.443466,4830.53,4862.523124,17.59,38.709675,353.67,12-Sep,13342505.0,2016-07-01 15:06:46:122
33,-1.5802,0.0096,9.7205,-2.7869,0.8949,9.3596,1.36,-0.8279,0.5619,0.0162,-0.0305,-0.3305,0.0,3.66,0.6,31.02,255.32,-7.94,14.3,35.782703000000005,51.443466,4830.53,4862.523124,17.59,38.709675,353.67,12-Sep,13343005.0,2016-07-01 15:06:46:622
34,-2.0399,0.1437,9.8641,-3.2522,-0.1869,9.2498,0.7814,0.0145,0.9112,0.0535,-0.1216,-0.4047,0.0,6.66,2.16,30.6,278.46,1.09,19.37,35.782779999999995,51.443515999999995,4830.13,4862.523124,17.76,38.709675,12.59,11-Sep,13343510.0,2016-07-01 15:06:47:127
35,-5.0087,0.2011,9.9982,-3.1965,-0.5568,9.2544,1.7408,0.9781,1.3472,0.0825,0.0886,-0.514,0.0,9.9,4.74,29.94,289.07,2.71,16.26,35.782779999999995,51.443515999999995,4830.13,4862.523124,17.76,38.709675,12.59,11-Sep,13344005.0,2016-07-01 15:06:47:622
36,-3.4285,-0.5267,8.2935,-3.1289,-0.7633,9.2627,-0.2996,0.2366,-0.9692,0.0064,-0.1246,-0.6258,0.0,15.78,9.66,29.88,295.25,3.25,16.96,35.782833000000004,51.44356,4829.68,4862.523124,17.27,38.709675,17.69,11-Sep,13344505.0,2016-07-01 15:06:48:122
37,-3.1316,-0.1724,8.7149,-1.7056,-0.4733,9.6456,-1.3303,-0.0726,-0.1071,-0.1362,-0.1472,-0.4572,0.0,19.2,16.68,28.62,307.67,3.51,10.5,35.782833000000004,51.44356,4829.68,4862.523124,17.27,38.709675,17.69,11-Sep,13345005.0,2016-07-01 15:06:48:622
38,-1.1588,-0.8236,9.3087,-0.2632,-0.2327,9.8004,-0.8765,-0.6388,-0.8269,0.135,-0.0858,-0.1891,0.0,19.92,22.56,28.5,318.66,2.64,2.72,35.782856,51.443615,4829.36,4862.523124,16.7,38.709675,64.03,11-Sep,13345505.0,2016-07-01 15:06:49:122
39,-0.2777,-0.4118,9.9216,0.3774,0.2242,9.7968,-0.6072,-0.818,0.3929,0.0055,-0.1148,-0.0519,0.0,19.86,23.46,27.54,319.75,-1.31,-2.21,35.782856,51.443615,4829.36,4862.523124,16.7,38.709675,64.03,11-Sep,13346006.0,2016-07-01 15:06:49:623
40,1.0151,-0.1149,9.1746,0.9287,0.1098,9.762,0.0864,-0.2247,-0.5874,0.0104,-0.0211,0.0702,0.0,19.62,23.88,27.12,323.59,-0.73,-5.29,35.78286,51.44368,4825.27,4862.523124,16.62,38.709675,94.2,11-Sep,13346505.0,2016-07-01 15:06:50:122
41,1.4365,-0.0479,8.8202,1.1669,-0.0824,9.7366,0.2696,0.0345,-0.9164,-0.0015,0.0089,0.0727,0.0,19.56,22.5,26.76,323.87,0.11,-6.47,35.78286,51.44368,4825.27,4862.523124,16.62,38.709675,94.2,11-Sep,13347005.0,2016-07-01 15:06:50:622
42,1.0247,-0.0766,10.2663,0.9509,-0.1143,9.7598,0.0738,0.0377,0.5066,0.015,-0.0641,0.0516,0.0,18.78,22.32,27.6,324.14,0.58,-5.72,35.78285,51.443768,4822.85,4862.523124,16.86,38.709675,101.92,11-Sep,13347505.0,2016-07-01 15:06:51:122
43,0.067,-0.6991,10.8122,0.753,-0.3143,9.7726,-0.8296,-0.4902,1.2886,-0.018000000000000002,0.0101,-0.0003,0.0,19.56,22.68,28.38,323.96,1.71,-5.21,35.78285,51.443768,4822.85,4862.523124,16.86,38.709675,101.92,11-Sep,13348005.0,2016-07-01 15:06:51:622
44,-0.316,-0.4884,9.2416,0.637,0.209,9.7837,-0.953,-0.6975,-0.5421,0.0318,-0.0186,0.0043,0.0,21.42,24.06,29.58,321.54,-0.52,-4.04,35.78284,51.443863,4822.42,4862.523124,17.15,38.709675,97.59,11-Sep,13348505.0,2016-07-01 15:06:52:122
45,0.0862,-0.3256,9.8833,0.7839,0.2262,9.7727,-0.6019,-0.9444,0.5416,0.0541,-0.0455,0.0027,0.0,22.8,24.6,28.68,319.64,-0.94,-4.19,35.78284,51.443863,4822.42,4862.523124,17.15,38.709675,97.59,11-Sep,13349006.0,2016-07-01 15:06:52:623
46,0.2298,-0.0766,9.9886,0.7867,0.273,9.7712,-0.4132,-0.2252,1.0506,0.0357,-0.1139,-0.0018,0.0,24.54,24.96,28.2,316.82,-1.6,-4.6,35.782825,51.443954,4823.74,4862.523124,17.44,38.709675,96.98,11-Sep,13349505.0,2016-07-01 15:06:53:122
47,0.6129,-0.5938,10.6494,1.005,0.157,9.7538,0.0485,-0.0133,-0.3781,0.0324,-0.0275,-0.0006,0.0,24.78,25.5,27.66,318.14,-2.24,-7.19,35.782825,51.443954,4823.74,4862.523124,17.44,38.709675,96.98,11-Sep,13350005.0,2016-07-01 15:06:53:622
48,0.6416,-0.565,9.5098,1.0183,0.313,9.7486,-0.3766,-0.878,-0.2388,0.0049,-0.1341,0.0015,0.0,26.1,25.02,28.32,316.15,-2.75,-6.67,35.782825,51.44403,4825.1,4862.523124,17.68,25.806452,90.6,11-Sep,13350505.0,2016-07-01 15:06:54:122
49,0.6033,0.1724,10.0556,1.2189,0.2302,9.7279,-0.175,-0.9389,0.5097,-0.0195,-0.1274,0.0128,0.0,26.04,23.52,28.62,316.23,-1.87,-7.53,35.782825,51.44403,4825.1,4862.523124,17.68,25.806452,90.6,11-Sep,13351005.0,2016-07-01 15:06:54:622
50,0.9673,-0.0192,10.9367,1.3048,0.1605,9.7181,-0.3375,-0.1796,1.2186,0.0305,-0.0987,-0.006999999999999999,0.0,24.54,23.4,28.14,317.76,-0.48,-8.39,35.782818,51.444109999999995,4827.78,4862.523124,18.08,25.806452,94.06,11-Sep,13351505.0,2016-07-01 15:06:55:122
51,0.6512,0.0287,10.5632,1.0228,0.1019,9.7526,-0.1609,0.1375,0.8202,-0.0171,-0.0229,-0.0113,0.0,23.1,22.5,29.16,318.8,-0.6,-5.99,35.782818,51.444109999999995,4827.78,4862.523124,18.08,25.806452,94.06,11-Sep,13352005.0,2016-07-01 15:06:55:622
52,0.7661,0.1245,10.0844,0.716,-0.0541,9.7803,0.0502,0.1786,0.304,0.0186,-0.0156,-0.006999999999999999,0.0,23.16,22.14,29.58,317.18,0.04,-4.81,35.782803,51.44419,4828.03,4862.523124,18.45,25.806452,95.91,12-Oct,13352506.0,2016-07-01 15:06:56:123
53,0.8140000000000001,-0.1532,9.845,0.7167,0.092,9.78,0.0973,-0.2452,0.065,0.0131,-0.0266,-0.0046,0.0,24.3,23.28,29.4,316.65,-0.1,-4.48,35.782803,51.44419,4828.03,4862.523124,18.45,25.806452,95.91,12-Oct,13353005.0,2016-07-01 15:06:56:622
54,0.6416,-0.3256,10.7739,0.7854,0.1184,9.7744,-0.7088,-0.5973,0.6451,0.0055,-0.0638,0.0131,0.0,24.12,23.1,30.0,316.42,-0.69,-4.59,35.782790000000006,51.44426,4828.05,4862.523124,18.62,25.806452,98.02,12-Sep,13353505.0,2016-07-01 15:06:57:122
55,0.5746,-0.2203,9.5098,0.7566,0.0445,9.7773,-0.182,-0.2648,-0.2675,-0.0073,-0.0183,0.0577,0.0,23.34,22.02,30.9,317.01,-0.44,-4.89,35.782790000000006,51.44426,4828.05,4862.523124,18.62,25.806452,98.02,12-Sep,13354006.0,2016-07-01 15:06:57:623
56,1.0151,0.3256,10.2472,0.5444,-0.0766,9.7912,0.5091,0.3927,0.4368,0.0076,-0.0434,0.0797,0.0,22.62,20.28,30.54,313.63,0.45,-3.18,35.782784,51.444320000000005,4829.62,4862.523124,18.5,25.806452,95.86,12-Sep,13354505.0,2016-07-01 15:06:58:122
57,0.8332,1.4078,9.9216,0.3563,0.0811,9.7998,0.5343,1.1639,0.16,0.0064,-0.033,0.1026,0.0,21.24,19.68,30.36,316.16,0.59,-2.79,35.782784,51.444320000000005,4829.62,4862.523124,18.5,25.806452,95.86,12-Sep,13355005.0,2016-07-01 15:06:58:622
59,1.3503,0.9098,10.5824,-0.0501,0.1466,9.8054,1.6303,0.9451,1.0068,0.0849,-0.0538,0.1197,0.0,19.14,14.52,30.3,306.23,-0.68,-0.03,35.782776,51.444365999999995,4829.9,4862.523124,18.1,25.806452,93.05,12-Sep,13356006.0,2016-07-01 15:06:59:623
61,2.0686,-1.5036,10.094,-0.4204,-1.1121,9.7343,1.6845,-0.1808,1.0587,0.0333,-0.0547,0.3412,0.0,17.1,10.14,30.9,306.11,6.51,2.47,35.782771999999994,51.444396999999995,4830.43,4862.523124,17.19,25.806452,87.5,11-Sep,13357005.0,2016-07-01 15:07:00:622
62,1.3216,-1.0726,9.3757,-0.3828,-1.2693,9.7166,1.7044,0.1967,-0.3409,0.0147,-0.0886,0.3903,0.0,14.4,7.38,30.66,308.07,8.34,1.0,35.782771999999994,51.444416,4831.12,4862.523124,16.12,38.709675,78.17,12-Oct,13357505.0,2016-07-01 15:07:01:122
63,1.9154,-0.1532,10.4579,-0.0749,-1.3111,9.7183,1.9903,1.1579,0.7396,-0.0034,0.0339,0.4389,0.0,10.38,4.62,31.2,311.17,7.85,0.89,35.782771999999994,51.444416,4831.12,4862.523124,16.12,38.709675,78.17,12-Oct,13358005.0,2016-07-01 15:07:01:622
64,1.9058,-0.7949,9.6151,-0.5602,-1.475,9.6789,2.4659999999999997,0.6801,-0.0638,-0.0073,-0.0953,0.4838,0.0,5.82,1.62,31.86,309.79,8.61,3.69,35.782776,51.444435,4831.96,4862.523124,15.23,38.709675,58.96,12-Sep,13358505.0,2016-07-01 15:07:02:122
65,1.3216,-0.2586,8.1977,-0.9851,-1.8873,9.5728,1.8662,0.7956,-0.063,-0.0116,-0.0476,0.4499,0.0,0.84,0.18,32.34,334.83,10.55,3.13,35.782776,51.444435,4831.96,4862.523124,15.23,38.709675,58.96,12-Sep,13359006.0,2016-07-01 15:07:02:623
66,1.1779,-1.3791,10.477,-1.1883,-2.548,9.395,2.2705,1.2264,0.6032,-0.0095,-0.0293,0.38,0.0,-2.76,0.42,31.86,350.54,13.35,7.56,35.782790000000006,51.44444,4832.91,4862.523124,14.71,38.709675,20.7,13-Nov,13359505.0,2016-07-01 15:07:03:122
67,0.3256,-1.6855,10.343,-0.265,-3.4689,9.1688,1.0311,1.8887,1.3848,-0.0147,0.0134,0.2673,0.0,-5.94,1.14,33.36,21.72,20.72,1.66,35.782790000000006,51.44444,4832.91,4862.523124,14.71,38.709675,20.7,13-Nov,13360006.0,2016-07-01 15:07:03:623
68,0.2586,-1.0726,10.1993,0.4132,-3.4337,9.1766,-0.1546,2.3611,1.0227,-0.004,-0.0223,0.1051,0.0,-6.48,1.86,33.24,26.28,20.73,-1.16,35.78282,51.44444,4833.94,4862.523124,14.73,25.806452,2.24,13-Nov,13360505.0,2016-07-01 15:07:04:122
69,-0.5555,-1.5897,10.094,0.6687,-3.0562,9.2942,-1.4157,1.6771,0.2538,0.0168,-0.0715,0.0596,0.0,-5.22,3.12,33.66,29.17,18.16,-4.12,35.78282,51.44444,4833.94,4862.523124,14.73,25.806452,2.24,13-Nov,13361006.0,2016-07-01 15:07:04:623
70,-0.7374,-2.3272,9.9503,0.4671,-3.6361,9.0957,-1.2907,1.4143,0.8355,-0.0006,-0.0486,0.0571,0.0,-4.08,1.44,34.56,22.74,21.76,-2.94,35.782856,51.444435,4845.88,4875.226366,14.89,25.806452,358.52,13-Oct,13361505.0,2016-07-01 15:07:05:122
71,-1.2067,-1.6664,10.2089,0.3986,-3.7709,9.0439,-1.6819,2.0662,1.0884,0.0089,-0.0528,-0.0125,0.0,-5.28,1.32,34.2,25.04,22.61,-2.52,35.782856,51.444435,4845.88,4876.761056,14.89,25.806452,358.52,13-Oct,13362006.0,2016-07-01 15:07:05:623
72,-1.1301,-1.6664,10.5824,-0.0697,-3.4812,9.1677,-1.0603,1.8148,1.4147,0.0342,-0.0644,-0.0278,0.0,-5.1,2.1,32.76,18.68,21.6,0.45,35.7829,51.44444,4854.68,4876.761056,15.13,25.806452,3.29,13-Sep,13362505.0,2016-07-01 15:07:06:122
73,-1.6281,1.1301,11.0133,-0.147,-2.8044,9.396,-1.4811,3.9345,1.6174,0.1197,-0.1087,-0.0654,0.0,-4.5,1.08,31.26,17.57,17.75,1.29,35.7829,51.44444,4854.68,4876.761056,15.13,25.806452,3.29,13-Sep,13363005.0,2016-07-01 15:07:06:622
74,-0.2203,0.1437,9.1937,0.1263,-2.012,9.5972,-0.6147,2.0982,1.6555,-0.0443,-0.0706,-0.0498,0.0,-2.64,-1.8,31.68,36.64,11.84,-0.75,35.782959999999996,51.444443,4859.66,4876.761056,15.78,25.806452,2.91,13-Oct,13363505.0,2016-07-01 15:07:07:122
75,-1.1684,0.2682,9.8354,0.9570000000000001,-1.817,9.5892,-2.1253,2.0851,0.2462,0.0247,-0.0599,-0.0535,0.0,-4.62,-5.22,31.2,82.29,11.18,-4.55,35.782959999999996,51.444443,4859.66,4876.761056,15.78,25.806452,2.91,13-Oct,13364005.0,2016-07-01 15:07:07:622
76,-0.9481,-0.1724,9.7013,1.5428,-0.3934,9.6765,-2.376,-0.0663,0.0918,0.0208,-0.0535,-0.0275,0.0,-6.36,-5.94,30.84,110.46,3.75,-9.15,35.783024,51.444454,4859.69,4876.761056,16.49,25.806452,6.04,12-Oct,13364505.0,2016-07-01 15:07:08:122
77,-0.9768,-1.1396,10.1801,1.3297,-0.3801,9.7087,-2.2395,-0.5872,0.5098,0.0034,-0.0382,-0.0431,0.0,-6.18,-5.22,30.96,111.51,1.77,-8.18,35.783024,51.444454,4859.69,4876.761056,16.49,25.806452,6.04,12-Oct,13365005.0,2016-07-01 15:07:08:622
78,-1.2354,-1.3119999999999998,9.4427,1.1527,-0.2699,9.7349,-2.2827,-0.9176,-0.0145,0.0058,-0.0443,-0.0751,0.0,-5.64,-4.86,30.48,113.87,1.58,-6.75,35.783077,51.44447,4858.85,4876.761056,16.72,25.806452,7.98,12-Oct,13365505.0,2016-07-01 15:07:09:122
79,-1.1205,-1.1875,10.3621,0.9094,0.0137,9.7644,-2.1543,-0.981,-0.0248,0.0269,-0.0293,-0.102,0.0,-4.8,-3.3,30.9,111.18,-0.08,-5.32,35.783077,51.44447,4858.85,4876.761056,16.72,25.806452,7.98,12-Oct,13366006.0,2016-07-01 15:07:09:623
80,-1.0151,-0.8428,10.1897,1.135,-0.0674,9.7405,-2.4278,-1.2159,0.8227,0.0305,-0.0443,-0.0669,0.0,-5.04,-2.94,30.84,113.11,-0.58,-5.13,35.783134000000004,51.44448,4859.21,4876.761056,17.22,25.806452,10.6,12-Oct,13366505.0,2016-07-01 15:07:10:122
81,-1.1205,-1.1301,10.343,1.2226,-0.3224,9.7248,-1.9409,-1.0088,0.1776,0.0122,-0.0788,-0.0287,0.0,-5.22,-2.82,30.84,104.13,1.49,-7.13,35.783134000000004,51.44448,4859.21,4876.761056,17.22,25.806452,10.6,12-Oct,13367005.0,2016-07-01 15:07:10:622
82,-0.7278,-2.3176,11.2719,1.5169,-0.9613,9.6408,-0.6933,0.4921,-1.0696,-0.025,0.0644,-0.037000000000000005,0.0,-5.28,-2.22,30.72,92.64,2.96,-9.25,35.783190000000005,51.444492,4863.93,4876.761056,17.81,25.806452,14.24,13-Nov,13367505.0,2016-07-01 15:07:11:122
83,-1.81,-1.4557,9.6055,1.555,-1.1666,9.612,-3.365,-0.289,-0.0065,0.0547,-0.0632,-0.0476,0.0,-3.06,-2.46,30.12,79.08,6.74,-8.64,35.783190000000005,51.444492,4863.93,4876.761056,17.81,25.806452,14.24,13-Nov,13368006.0,2016-07-01 15:07:11:623
84,-0.6416,-1.3695,11.3485,1.5751,-1.6855,9.5314,-2.4562,0.5267,1.5298,-0.0513,-0.0764,-0.0513,0.0,-1.68,-2.22,30.36,65.97,9.9,-9.38,35.783257,51.444503999999995,4868.97,4876.761056,18.42,38.709675,15.54,13-Oct,13368505.0,2016-07-01 15:07:12:122
85,-0.8428,-1.1013,9.8545,1.2297,-2.5484,9.3896,-2.015,1.7918,0.28300000000000003,0.0235,-0.0473,-0.0434,0.0,-0.06,-0.66,30.72,29.82,15.06,-7.46,35.783257,51.444503999999995,4868.97,4876.761056,18.42,38.709675,15.54,13-Oct,13369005.0,2016-07-01 15:07:12:622
